Ex-Showroom_Price,Fuel_Type,Length,Width,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Seating_Capacity,Model
"Rs. 15,27,395",Diesel,4270 mm,1780 mm,17.01 km/litre,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,5,Creta
"Rs. 14,21,208",Diesel,4270 mm,1780 mm,19.67 km/litre,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,5,Creta
"Rs. 13,36,033",Diesel,4270 mm,1780 mm,17.01 km/litre,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,5,Creta
"Rs. 14,22,937",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,121bhp@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 15,72,064",Diesel,4270 mm,1780 mm,19.67 km/litre,6,190 mm,126bhp@4000RPM,260Nm@1900-2750rpm,5,Creta
"Rs. 11,07,167",Diesel,4270 mm,1780 mm,21.38 km/litre,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,5,Creta
"Rs. 10,92,192",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 12,79,983",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 14,14,247",Diesel,4270 mm,1780 mm,19.67 km/litre,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,5,Creta
"Rs. 13,45,363",Diesel,4598 mm,1894 mm,16.7 km/litre,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,5,Harrier
"Rs. 14,71,368",Diesel,4598 mm,1894 mm,16.7 km/litre,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,5,Harrier
"Rs. 15,91,368",Diesel,4598 mm,1894 mm,16.7 km/litre,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,5,Harrier
"Rs. 17,21,368",Diesel,4598 mm,1894 mm,16.7 km/litre,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,5,Harrier
"Rs. 17,32,231",Diesel,4598 mm,1894 mm,16.7 km/litre,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,5,Harrier
"Rs. 17,30,755",Diesel,4598 mm,1894 mm,16.7 km/litre,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,5,Harrier
"Rs. 16,54,783",Diesel,5295 mm,1860 mm,10.3 km/litre,5,,134PS@3600RPM,320NM@1800-2800RPM,5,Dmax V-Cross
"Rs. 18,06,813",Diesel,5295 mm,1860 mm,10.3 km/litre,5,,134HP@3600RPM,320NM@1800-2800RPM,5,Dmax V-Cross
"Rs. 19,99,000",Diesel,5295 mm,1860 mm,10.3 km/litre,6,225 mm,150PS@3600rpm,350Nm@1800-2800rpm,5,Dmax V-Cross
"Rs. 26,93,000",Petrol,4695 mm,1810 mm,9.62 km/litre,6,190 mm,167PS@6000RPM,222Nm@4100RPM,7,Outlander
"Rs. 34,38,000",Petrol,4424 mm,1804 mm,13.8 km/litre,7,183 mm,183PS@5500rpm,300Nm@1200-1400rpm,5,Mercedes-Benz Gla-Class
"Rs. 32,33,000",Diesel,4424 mm,1804 mm,17.9 km/litre,7,183 mm,136PS@4000rpm,300Nm@1600-3000rpm,5,Mercedes-Benz Gla-Class
"Rs. 35,64,000",Diesel,4424 mm,1804 mm,17.9 km/litre,7,183 mm,136PS@4000rpm,300Nm@1600-3000rpm,5,Mercedes-Benz Gla-Class
"Rs. 77,84,944",Petrol,4445 mm,1804 mm,13.8 km/litre,7,183 mm,360PS@6000rpm,450Nm@2250-5000rpm,5,Mercedes-Benz Gla-Class
"Rs. 38,64,000",Diesel,4424 mm,1804 mm,17.9 km/litre,7,183 mm,170PS@4000RPM,350Nm@1400-3400rpm,5,Mercedes-Benz Gla-Class
"Rs. 80,67,000",Petrol,4445 mm,1804 mm,13.8 km/litre,7,183 mm,375PS@6000rpm,475Nm@2250-5000rpm,5,Mercedes-Benz Gla-Class
"Rs. 43,21,237",Hybrid,4933 mm,1849 mm,23.1 km/litre,5,155 mm,145PS@6200rpm,175Nm@4000rpm,5,Accord Hybrid
"Rs. 59,30,000",Diesel,4907 mm,1860 mm,18.12 km/litre,8,158 mm,190PS@4000rpm,400Nm@1750-2500rpm,5,5-Series
"Rs. 66,80,000",Diesel,4907 mm,1860 mm,14.69 km/litre,8,158 mm,258PS@4000rpm,560Nm@1500-3000rpm,5,5-Series
"Rs. 59,80,000",Petrol,4907 mm,1860 mm,15.01 km/litre,8,158 mm,252PS@5200rpm,350Nm@1450-4800rpm,5,5-Series
"Rs. 68,90,000",Diesel,5219 mm,2142 mm,16.46 km/litre,8,152 mm,265PS@4000RPM,620Nm@2000-2500RPM,4,6-Series
"Rs. 74,50,000",Diesel,5219 mm,2142 mm,16.46 km/litre,8,152 mm,265PS@4000RPM,620Nm@2000-2500RPM,4,6-Series
"Rs. 64,40,000",Petrol,4894 mm,1894 mm,7.94 km/litre,8,124 mm,450PS@5500rpm,,4,6-Series
"Rs. 64,40,000",Diesel,5091 mm,1902 mm,21.76 km/litre,8,138 mm,188PS@4000RPM,400NM@1750rpm,4,6-Series
"Rs. 85,03,000",Petrol,4696 mm,1923 mm,,7,190 mm,349PS@5400RPM,480Nm@1360rpm,5,Macan
"Rs. 69,98,000",Petrol,4696 mm,1923 mm,10.8 km/litre,7,190 mm,248PS@5000RPM,370Nm@1600rpm,5,Macan
"Rs. 2,36,59,454",Petrol,4470 mm,1923 mm,,8,,495PS@6500RPM,625Nm@2500-5500rpm,,F-Type
"Rs. 2,21,55,390",Petrol,4470 mm,2042 mm,14.3 km/litre,8,,550PS@6500RPM,680Nm@2500RPM,2,F-Type
"Rs. 2,65,01,830",Petrol,4475 mm,2042 mm,12.05 km/litre,8,,567PS@6500rpm,700Nm@3500rpm,2,F-Type
"Rs. 2,80,04,965",Petrol,4475 mm,2042 mm,12.05 km/litre,8,,567PS@6500rpm,700Nm@3500rpm,2,F-Type
"Rs. 90,92,578",Petrol,4482 mm,1923 mm,15.3 km/litre,8,,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,2,F-Type
"Rs. 1,01,44,987",Petrol,4482 mm,1923 mm,,8,113 mm,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,2,F-Type
"Rs. 1,04,19,200",Petrol,4482 mm,1923 mm,10.7 km/litre,8,113 mm,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,2,F-Type
"Rs. 93,66,433",Petrol,4482 mm,1923 mm,10.85 km/litre,8,113 mm,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,2,F-Type
"Rs. 1,54,90,000",Petrol,4956 mm,1903 mm,9.8 km/litre,8,,625PS@6000rpm,750Nm@1800-5860rpm,4,M5
"Rs. 2,32,90,000",Diesel,5080 mm,1980 mm,18 km/litre,6,,380PS@6000rpm,546Nm@1600-2600rpm,7,Lx 570
"Rs. 4,33,67,500",Petrol,4568 mm,1952 mm,5.5 km/litre,7,,669PS@8000rpm,760NM@3000rpm,2,458 Spider
"Rs. 4,79,000",Petrol,3655 mm,1620 mm,22.5 km/litre,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,26,000",Petrol,3655 mm,1620 mm,22.5 km/litre,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,48,000",Petrol,3655 mm,1675 mm,21.5 km/litre,5,,83PS@6000rpm,1130Nm@4200rpm,5,Wagon
"Rs. 4,34,000",Petrol,3655 mm,1620 mm,22.5 km/litre,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,13,501",Petrol,3655 mm,1620 mm,21.5 km/litre,5,,83PS@6000rpm,113Nm@4200RPM,5,Wagon
"Rs. 5,60,500",Petrol,3655 mm,1620 mm,21.5 km/litre,5,,83PS@6000rpm,113Nm@4200RPM,5,Wagon
"Rs. 5,94,800",Petrol,3655 mm,1620 mm,21.5 km/litre,5,,83PS@6000rpm,113Nm@4200RPM,5,Wagon
"Rs. 4,41,000",Petrol,3655 mm,1620 mm,22.5 km/litre,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 4,86,001",Petrol,3655 mm,1620 mm,22.5 km/litre,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,20,500",Petrol,3655 mm,1620 mm,21.5 km/litre,5,,83PS@6000rpm,113Nm@4200RPM,5,Wagon
"Rs. 5,67,500",Petrol,3655 mm,1620 mm,21.5 km/litre,5,,83PS@6000rpm,113Nm@4200RPM,5,Wagon
"Rs. 5,33,000",Petrol,3655 mm,1620 mm,22.5 km/litre,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,00,500",CNG,3655 mm,1620 mm,,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,07,500",CNG,3655 mm,1620 mm,,5,,68PS@5500rpm,90Nm@3500rpm,5,Wagon
"Rs. 5,94,993",Petrol,3793 mm,1665 mm,23.84 km/litre,5,180 mm,85PS@6000rpm,114NM@3500rpm,5,Tiago Nrg
"Rs. 6,89,993",Diesel,3793 mm,1665 mm,27.28 km/litre,5,180 mm,70PS@4000rpm,140Nm@1800-3000rpm,5,Tiago Nrg
"Rs. 6,39,993",Petrol,3793 mm,1665 mm,23.84 km/litre,5,180 mm,85PS@6000rpm,114NM@3500rpm,5,Tiago Nrg
"Rs. 7,97,802",Diesel,3985 mm,1850 mm,17.21 km/litre,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,7,Nuvosport
"Rs. 9,05,642",Diesel,3985 mm,1850 mm,17.21 km/litre,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,7,Nuvosport
"Rs. 9,84,818",Diesel,3985 mm,1850 mm,17.21 km/litre,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,7,Nuvosport
"Rs. 8,32,415",Diesel,3985 mm,1850 mm,17.21 km/litre,5,,100PS@3750RPM,240Nm@1600-2800rpm,7,Nuvosport
"Rs. 9,72,359",Diesel,3985 mm,1850 mm,16.21 km/litre,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,7,Nuvosport
"Rs. 10,48,603",Diesel,3985 mm,1850 mm,16.21 km/litre,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,7,Nuvosport
"Rs. 9,55,000",Petrol,4384 mm,1813 mm,14.23 km/litre,6,210 mm,106PS@5600rpm,142Nm@4000rpm,5,Kicks
"Rs. 10,95,000",Petrol,4384 mm,1813 mm,14.23 km/litre,6,210 mm,106PS@5600rpm,142Nm@4000rpm,5,Kicks
"Rs. 11,09,000",Diesel,4384 mm,1813 mm,20.45 km/litre,6,210 mm,110PS@3850rpm,240Nm@1750rpm,5,Kicks
"Rs. 12,51,000",Diesel,4384 mm,1813 mm,20.45 km/litre,6,210 mm,110PS@3850rpm,240Nm@1750rpm,5,Kicks
"Rs. 13,69,000",Diesel,4384 mm,1813 mm,20.45 km/litre,6,210 mm,110PS@3850rpm,240Nm@1750rpm,5,Kicks
"Rs. 14,65,000",Diesel,4384 mm,1813 mm,20.45 km/litre,6,210 mm,110PS@3850rpm,240Nm@1750rpm,5,Kicks
"Rs. 14,65,000",Diesel,4384 mm,1813 mm,20.45 km/litre,6,210 mm,110PS@3850rpm,240Nm@1750rpm,5,Kicks
"Rs. 9,89,000",Diesel,4384 mm,1813 mm,20.45 km/litre,6,210 mm,110PS@3850rpm,240Nm@1750rpm,5,Kicks
"Rs. 12,05,000",Diesel,5458 mm,1905 mm,,5,180 mm,73.5kW@4000rpm,190Nm@1250-3500rpm,16,Winger
"Rs. 23,71,858",Electric,4180 mm,1800 mm,,Single Speed Reduction Gear,160 mm,136 bhp,395 Nm,4,Kona Electric
"Rs. 37,88,000",Hybrid,4885 mm,1840 mm,23.2 km/litre,,,178PS@5700rpm,221Nm@3600-5200rpm,5,Camry
"Rs. 60,61,200",Diesel,4733 mm,1843 mm,19.2 km/litre,7,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,5,A5
"Rs. 1,02,05,494",Diesel,4988 mm,2200 mm,18 km/litre,8,,258PS@3750rpm,600Nm@2000rpm,7,Discovery
"Rs. 96,89,321",Diesel,4988 mm,2200 mm,18 km/litre,8,,258PS@3750rpm,600Nm@2000rpm,7,Discovery
"Rs. 84,33,741",Petrol,4988 mm,2200 mm,9.17 km/litre,8,,394PS@3750rpm,450Nm@3500-5000RPM,7,Discovery
"Rs. 80,77,550",Petrol,4988 mm,2200 mm,9.17 km/litre,8,,394PS@3750rpm,450Nm@3500-5000RPM,7,Discovery
"Rs. 88,77,094",Diesel,4988 mm,2200 mm,18 km/litre,8,,258PS@3750rpm,600Nm@2000rpm,7,Discovery
"Rs. 76,93,664",Petrol,4988 mm,2200 mm,9.17 km/litre,8,,394PS@3750rpm,450Nm@3500-5000RPM,7,Discovery
"Rs. 1,08,61,088",Diesel,4988 mm,2200 mm,18 km/litre,8,,258PS@3750rpm,600Nm@2000rpm,7,Discovery
"Rs. 89,37,846",Petrol,4988 mm,2200 mm,9.17 km/litre,8,,394PS@3750rpm,450Nm@3500-5000RPM,7,Discovery
"Rs. 1,82,21,000",Hybrid,5235 mm,1900 mm,15.4 km/litre,,,299PS@6600rpm,350Nm@5100rpm,5,Ls 500H
"Rs. 1,87,36,000",Hybrid,5235 mm,1900 mm,15.4 km/litre,,,299PS@6600rpm,350Nm@5100rpm,5,Ls 500H
"Rs. 1,93,71,000",Hybrid,5235 mm,1900 mm,15.4 km/litre,,,299PS@6600rpm,350Nm@5100rpm,5,Ls 500H
"Rs. 9,50,00,000",Petrol,5842 mm,1990 mm,23 km/litre,8,164 mm,460PS@5350rpm,720Nm@3500rpm,5,Rolls-Royce Phantom
"Rs. 7,54,00,000",Petrol,6092 mm,1990 mm,23 km/litre,8,164 mm,460PS@5350rpm,720Nm@3500rpm,5,Rolls-Royce Phantom
"Rs. 5,35,562",Petrol,3989 mm,1687 mm,15.7 km/litre,5,185 mm,68PS@6000rpm,96Nm@2500RPM,5,Punto Evo
"Rs. 6,31,292",Diesel,3989 mm,1687 mm,20.5 km/litre,,185 mm,76PS@4000RPM,197Nm@1750RPM,5,Punto Evo
"Rs. 6,92,655",Diesel,3989 mm,1687 mm,20.3 km/litre,,185 mm,76PS@4000RPM,197Nm@1750RPM,5,Punto Evo
"Rs. 7,47,774",Diesel,3989 mm,1687 mm,21.2 km/litre,5,185 mm,76PS@4000RPM,197Nm@1750RPM,5,Punto Evo
"Rs. 9,40,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 10,55,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 11,74,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 14,18,000",Petrol,4425 mm,1730 mm,17.8 km/litre,7,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 11,75,000",Petrol,4425 mm,1730 mm,17.8 km/litre,7,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 10,10,000",Petrol,4425 mm,1730 mm,17.8 km/litre,7,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 12,94,000",Petrol,4425 mm,1730 mm,17.8 km/litre,7,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 12,96,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 11,97,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 8,76,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 9,74,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 9,35,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 10,83,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 13,17,000",Petrol,4425 mm,1730 mm,17.1 km/litre,6,152 mm,107PS@6000rpm,140Nm@4200rpm,5,Yaris
"Rs. 15,99,599",Petrol,4670 mm,1814 mm,16.7 km/litre,6,155 mm,140PS@6000RPM,250Nm@1500-3500rpm,5,Octavia
"Rs. 17,99,599",Diesel,4670 mm,1814 mm,21 km/litre,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,5,Octavia
"Rs. 18,99,599",Petrol,4670 mm,1814 mm,16.7 km/litre,6,155 mm,140PS@6000RPM,250Nm@1500-3500rpm,5,Octavia
"Rs. 20,59,599",Petrol,4670 mm,1814 mm,15.1 km/litre,7,155 mm,180PS@6200RPM,250NM@1250-5000rpm,5,Octavia
"Rs. 20,79,599",Diesel,4670 mm,1814 mm,21 km/litre,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,5,Octavia
"Rs. 22,99,599",Diesel,4670 mm,1814 mm,19.5 km/litre,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,5,Octavia
"Rs. 23,59,599",Petrol,4670 mm,1814 mm,15.1 km/litre,7,155 mm,180PS@6200RPM,250NM@1250-5000rpm,5,Octavia
"Rs. 23,59,599",Diesel,4670 mm,1814 mm,19.5 km/litre,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,5,Octavia
"Rs. 15,49,000",Petrol,4670 mm,1814 mm,16.7 km/litre,6,155 mm,140PS@6000RPM,250Nm@1500-3500rpm,5,Octavia
"Rs. 16,99,000",Diesel,4670 mm,1814 mm,21 km/litre,6,155 mm,141PS@4000rpm,320Nm@1750-3000rpm,5,Octavia
"Rs. 19,99,599",Petrol,4670 mm,1814 mm,15.1 km/litre,7,155 mm,180PS@6200RPM,250NM@1250-5000rpm,5,Octavia
"Rs. 21,99,599",Diesel,4670 mm,1814 mm,19.5 km/litre,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,5,Octavia
"Rs. 52,75,000",Petrol,4658 mm,1890 mm,13.51 km/litre,9,,197PS@5500-6100rpm,320Nm@1650-4000rpm,5,Mercedes-Benz Glc
"Rs. 57,75,000",Diesel,4658 mm,1890 mm,18.18 km/litre,9,,194PS@3800rpm,400Nm@1600-2800RPM,5,Mercedes-Benz Glc
"Rs. 1,31,51,000",Petrol,4931 mm,2194 mm,11.6 km/litre,8,,340PS@5300-6400,450Nm@1340-5300,,Cayenne Coupe
"Rs. 1,97,63,000",Petrol,4931 mm,2194 mm,15.3 km/litre,8,,550PS@5750-6000,770Nm@2000-4500,,Cayenne Coupe
"Rs. 7,48,370",Diesel,4277 mm,1740 mm,21 km/litre,5,172 mm,65PS@4000rpm,160Nm@2000rpm,5,Verito
"Rs. 7,72,617",Diesel,4277 mm,1740 mm,21 km/litre,5,172 mm,65PS@4000rpm,160Nm@2000rpm,5,Verito
"Rs. 8,45,154",Diesel,4277 mm,1740 mm,21 km/litre,5,172 mm,120PS@4000RPM,280Nm@2400-2800rpm,5,Verito
"Rs. 29,03,750",Diesel,4695 mm,1815 mm,10.77 km/litre,5,215 mm,178PS@4000rpm,400Nm@2000rpm,7,Pajero Sport
"Rs. 28,35,500",Diesel,4695 mm,1815 mm,10.77 km/litre,5,215 mm,178PS@4000rpm,350Nm@1800-3500rpm,7,Pajero Sport
"Rs. 29,53,240",Diesel,4695 mm,1815 mm,10.77 km/litre,5,215 mm,178PS@4000rpm,400Nm@2000-2500rpm,7,Pajero Sport
"Rs. 29,92,800",Diesel,4695 mm,1815 mm,10.77 km/litre,5,215 mm,178PS@4000rpm,400Nm@2000rpm,7,Pajero Sport
"Rs. 29,52,500",Diesel,4695 mm,1815 mm,10.77 km/litre,5,215 mm,178PS@4000rpm,350Nm@1800-3500rpm,7,Pajero Sport
"Rs. 3,41,67,064",Petrol,5299 mm,2207 mm,4 km/litre,8,142 mm,507PS@6000rpm,660NM@1700rpm,4,Flying Spur
"Rs. 3,93,82,083",Petrol,5299 mm,2207 mm,4 km/litre,8,110 mm,616PS@6100rpm,800Nm@1600-6100rpm,4,Flying Spur
"Rs. 9,91,000",Petrol,4440 mm,1695 mm,17.4 km/litre,5,165 mm,119PS@6600rpm,145Nm@4600rpm,5,City
"Rs. 10,65,900",Petrol,4440 mm,1695 mm,17.8 km/litre,5,165 mm,119PS@6600rpm,145Nm@4600rpm,5,City
"Rs. 11,82,000",Petrol,4440 mm,1695 mm,17.4 km/litre,5,165 mm,119PS@6600rpm,145Nm@4600rpm,5,City
"Rs. 13,12,000",Petrol,4440 mm,1695 mm,18 km/litre,5,165 mm,119PS@6600rpm,145Nm@4600rpm,5,City
"Rs. 11,11,000",Diesel,4440 mm,1695 mm,25.6 km/litre,6,165 mm,100PS@3600rpm,200Nm@1750rpm,5,City
"Rs. 11,91,000",Diesel,4440 mm,1695 mm,25.6 km/litre,6,165 mm,100PS@3600rpm,200Nm@1750rpm,5,City
"Rs. 13,02,000",Diesel,4440 mm,1695 mm,25.1 km/litre,6,165 mm,100PS@3600rpm,200Nm@1750rpm,5,City
"Rs. 14,21,000",Diesel,4440 mm,1695 mm,25.1 km/litre,6,165 mm,100PS@3600rpm,200Nm@1750rpm,5,City
"Rs. 14,31,000",Petrol,4440 mm,1695 mm,22.6 km/litre,5,165 mm,119PS@6600rpm,145Nm@4600rpm,5,City
"Rs. 12,01,000",Petrol,4440 mm,1695 mm,17.8 km/litre,5,165 mm,119PS@6600rpm,145Nm@4600rpm,5,City
"Rs. 68,62,560",Diesel,4900 mm,1875 mm,11.56 km/litre,5,235 mm,202ps@3800rpm,441Nm@2000rpm,7,Montero

