Height,Length,Width,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Power,Torque,Model
1827 mm,4999 mm,2220 mm,9.6 km/litre,2687 kg,8,295.5 mm,558PS@6000-6500rpm,700Nm@3500-5000rpm,Range
1840 mm,5199 mm,2220 mm,11.6 km/litre,2687 kg,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,Range
1835 mm,4999 mm,2220 mm,10kmpl km/litre,2330 kg,,295 mm,558bhp@6000-6500RPM,700Nm@3500-5000rpm,Range
1868 mm,5200 mm,2120 mm,,,8,295.5 mm,254bhp@3750rpm,600Nm@1750-2250rpm,Range
1868 mm,5200 mm,2073 mm,,2687 kg,8,295.5 mm,254bhp@3750rpm,600Nm@1750-2250rpm,Range
1868 mm,5200 mm,2073 mm,,2687 kg,8,295.5 mm,335bhp@3500rpm,740Nm@1750-2250rpm,Range
1868 mm,5200 mm,2073 mm,,,8,295 mm,335bhp@3500rpm,740Nm@1750-2250rpm,Range
1868 mm,5200 mm,2073 mm,,,8,295.5 mm,335bhp@3500rpm,740Nm@1750-2250rpm,Range
1840 mm,5199 mm,2220 mm,11.6 km/litre,2687 kg,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,Range
1353 mm,4881 mm,2056 mm,9.8 km/litre,1980 kg,6,128 mm,450PS@7000rpm,510Nm@4750rpm,Grancabrio
1288 mm,4546 mm,1939 mm,7.8 km/litre,1645 kg,7,,510PS@6250rpm,650Nm@1750-4750rpm,Mercedes-Benz Amg-Gt
1284 mm,4551 mm,2007 mm,7.8 km/litre,1630 kg,7,,585PS@6250rpm,700Nm@1900-5500rpm,Mercedes-Benz Amg-Gt
1259 mm,4544 mm,1939 mm,7.8 km/litre,1670 kg,7,,476PS@6000rpm,630Nm@1700-5000rpm,Mercedes-Benz Amg-Gt
1447 mm,5054 mm,1953 mm,,,7,,639PS@6250rpm,700Nm@1900 rpm,Mercedes-Benz Amg Gt 4-Door Coupe
1165 mm,4459 mm,1924 mm,10.6 km/litre,1422 kg,7,135 mm,610PS@8250rpm,560Nm@6500rpm,Huracan
1165 mm,4459 mm,1924 mm,11.24 km/litre,1389 kg,7,135 mm,580PS@8000rpm,540Nm@6500rpm,Huracan
1165 mm,4459 mm,1924 mm,8 km/litre,1422 kg,7,135 mm,610PS@8250rpm,560Nm@6500rpm,Huracan
1165 mm,4459 mm,1924 mm,10.6 km/litre,1422 kg,7,135 mm,639PS@8250rpm,600Nm@6500rpm,Huracan
1165 mm,4459 mm,1924 mm,11.24 km/litre,1389 kg,7,135 mm,571 bhp @ 8000 rpm,540 Nm @ 6500 rpm,Huracan
1165 mm,4459 mm,1924 mm,10.6 km/litre,1422 kg,7,135 mm,602 bhp @ 8250 rpm,560Nm@6500rpm,Huracan
1165 mm,4459 mm,1924 mm,10.6 km/litre,1422 kg,7,135 mm,631Bhp@8250rpm,600Nm@6500rpm,Huracan
1165 mm,4459 mm,1924 mm,10.6 km/litre,,7,,631Bhp@8250rpm,600Nm@6500rpm,Huracan
1165 mm,4520 mm,1933 mm,10.6 km/litre,,7,,610PS@8000 rpm,560Nm@6500rpm,Huracan
1213 mm,4568 mm,1952 mm,5.5 km/litre,1475 kg,7,,670PS@8000rpm,760NM@3000rpm,488 Gtb
1213 mm,4568 mm,1952 mm,5.5 km/litre,1475 kg,7,,670PS@8000rpm,760NM@3000rpm,488 Gtb
1383 mm,4922 mm,1980 mm,5.5 km/litre,1920 kg,7,,610PS@7000rpm,760Nm@5250RPM,Gtc4 Lusso
1383 mm,4922 mm,1980 mm,5.5 km/litre,1920 kg,7,,681PS@8000rpm,697Nm@5250RPM,Gtc4 Lusso
1136 mm,4780 mm,2030 mm,5 km/litre,1575 kg,7,100 mm,700PS@8250RPM,690Nm@5500rpm,Aventador
1136 mm,4780 mm,2030 mm,8.8 km/litre,1575 kg,7,,700PS@8250RPM,690Nm@5506RPM,Aventador
1136 mm,4797 mm,2030 mm,5 km/litre,1575 kg,7,100 mm,740PS@8400rpm,690Nm@5500rpm,Aventador
1502 mm,5285 mm,1947 mm,7.9 km/litre,2608 kg,8,208 mm,571PS@6000RPM,780Nm@1500-5000RPM,Rolls-Royce Dawn
1638 mm,5842 mm,1990 mm,9.8 km/litre,2649 kg,8,164 mm,453PS@5350rpm,720Nm@3500rpm,Rolls-Royce Drophead Coupe
1640 mm,3370 mm,1410 mm,16.8 km/litre,785 kg,4,165 mm,34.7PS@5000rpm,59Nm@2500rpm,Omni
1640 mm,3370 mm,1410 mm,16.8 km/litre,785 kg,4,165 mm,34.7PS@5000rpm,59Nm@2500rpm,Omni
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,68PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,78PS@5000rpm,104Nm@4000rpm,Go+
1507 mm,3995 mm,1635 mm,20.6 km/litre,,5,180 mm,78PS@5000rpm,104Nm@4000rpm,Go+
1525 mm,3987 mm,1687 mm,15 km/litre,1165 kg,5,195 mm,68PS@6000rpm,96Nm@2500RPM,Punto Evo Pure
1525 mm,3989 mm,1687 mm,20 km/litre,1173 kg,5,185 mm,75 bhp @ 4000 rpm,197 Nm @ 1750 RPM,Punto Evo Pure
1525 mm,3941 mm,1704 mm,20.4 km/litre,1026 kg,5,,96PS@6500rpm,120Nm@4250rpm,Figo
1525 mm,3941 mm,1704 mm,25.5 km/litre,1057 kg,5,,100PS@3750RPM,215Nm@1750-3000RPM,Figo
1525 mm,3941 mm,1704 mm,20.4 km/litre,1026 kg,5,,96PS@6500rpm,120Nm@4250rpm,Figo
1525 mm,3941 mm,1704 mm,25.5 km/litre,1057 kg,5,,100PS@3750RPM,215Nm@1750-3000RPM,Figo
1525 mm,3941 mm,1704 mm,20.4 km/litre,1026 kg,5,,96PS@6500rpm,120Nm@4250rpm,Figo
1525 mm,3941 mm,1704 mm,25.5 km/litre,1057 kg,5,,100PS@3750RPM,215Nm@1750-3000RPM,Figo
1510 mm,3995 mm,1745 mm,27.39 km/litre,970 kg,5,170 mm,75PS@4000rpm,190Nm@2000rpm,Baleno
1500 mm,3995 mm,1745 mm,27.39 km/litre,985 kg,5,170 mm,75PS@4000rpm,190Nm@2000rpm,Baleno
1500 mm,3995 mm,1745 mm,27.39 km/litre,960 kg,5,170 mm,75PS@4000rpm,190Nm@2000rpm,Baleno
1500 mm,3995 mm,1745 mm,27.39 km/litre,980 kg,5,170 mm,75PS@4000rpm,190Nm@2000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,890 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,935 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,870 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.04 km/litre,910 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,865 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,880 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,870 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.4 km/litre,880 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1510 mm,3995 mm,1745 mm,21.04 km/litre,920 kg,5,170 mm,83 Bhp@6000rpm,115 Nm@4000rpm,Baleno
1520 mm,3765 mm,1660 mm,18.9 km/litre,1003 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10
1520 mm,3765 mm,1660 mm,19.77 km/litre,1003 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10
1520 mm,3765 mm,1660 mm,17.49 km/litre,,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10
1520 mm,3765 mm,1660 mm,17.49 km/litre,1003 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10
1520 mm,3765 mm,1660 mm,19.77 km/litre,1003 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10
1520 mm,3765 mm,1660 mm,,1003 kg,5,165 mm,82bhp@6000RPM,114Nm@4000rpm,Grand I10
1487 mm,4560 mm,1730 mm,19.5 km/litre,1210 kg,5,185 mm,76PS@4000RPM,197Nm@1750RPM,Linea Classic
1487 mm,4560 mm,1730 mm,14.9 km/litre,1180 kg,5,185 mm,90PS@6000rpm,115Nm@4500RPM,Linea Classic
1487 mm,4560 mm,1730 mm,19.5 km/litre,1210 kg,5,185 mm,76PS@4000RPM,197Nm@1750RPM,Linea Classic
1515 mm,4455 mm,1695 mm,16.95 km/litre,,5,,99PS@6000rpm,134Nm@4000rpm,Sunny
1515 mm,4455 mm,1695 mm,16.95 km/litre,,5,,99PS@6000rpm,134Nm@4000rpm,Sunny
1515 mm,4455 mm,1695 mm,22.71 km/litre,,5,,86Ps@3750rpm,200Nm@2000rpm,Sunny
1515 mm,4455 mm,1695 mm,22.71 km/litre,,5,,86Ps@3750rpm,200Nm@2000rpm,Sunny
1515 mm,4455 mm,1695 mm,22.71 km/litre,,5,,86Ps@3750rpm,200Nm@2000rpm,Sunny
1515 mm,4455 mm,1695 mm,17.97 km/litre,,5,,101PS@5600rpm,134Nm@4000rpm,Sunny
1515 mm,4455 mm,1695 mm,22.71 km/litre,,5,,86Ps@3750rpm,200Nm@2000rpm,Sunny
1690 mm,4395 mm,1735 mm,19.34 km/litre,1135 kg,5,185 mm,103Bhp@6000rpm,138Nm@4400rpm,Ertiga
1685 mm,4265 mm,1695 mm,19.34 km/litre,1175 kg,5,,104bhp@6000rpm,138Nm@4400rpm,Ertiga
1690 mm,4395 mm,1735 mm,18.69 km/litre,1170 kg,4,,103Bhp@6000rpm,130Nm@4400rpm,Ertiga
1690 mm,4395 mm,1735 mm,19.34 km/litre,1170 kg,5,,103Bhp@6000rpm,130Nm@4400rpm,Ertiga
1685 mm,4265 mm,1695 mm,19.34 km/litre,1175 kg,5,,103Bhp@6000rpm,180Nm@4400rpm,Ertiga
1685 mm,4265 mm,1695 mm,18.69 km/litre,1180 kg,4,,104bhp@6000rpm,138Nm@4400rpm,Ertiga
1690 mm,4395 mm,1735 mm,24.2 km/litre,1225 kg kg,6,,95Bhp@4400rpm,225Nm@1750rpm,Ertiga
1690 mm,4395 mm,1735 mm,24.2 km/litre,1225 kg kg,6,,95Bhp@4400rpm,225Nm@1750rpm,Ertiga
1690 mm,4395 mm,1735 mm,24.2 km/litre,1225 kg kg,6,,95Bhp@4400rpm,225Nm@1750rpm,Ertiga
1685 mm,4265 mm,1695 mm,19.34 km/litre,1175 kg,5,,103Bhp@6000rpm,180Nm@4400rpm,Ertiga
1510 mm,3995 mm,1745 mm,21.4 km/litre,950 kg,5,170 mm,102PS@5500rpm,150Nm@1700-4500RPM,Baleno Rs
1601 mm,3999 mm,1734 mm,25.5 km/litre,1204 kg,7,188 mm,100PS@3600rpm,200Nm@1750rpm,Wr-V
1601 mm,3999 mm,1734 mm,17.5 km/litre,1104 kg,7,188 mm,90PS@6000rpm,110Nm@4800rpm,Wr-V
1601 mm,3999 mm,1734 mm,25.5 km/litre,1176 kg,7,188 mm,100PS@3600rpm,200Nm@1750rpm,Wr-V
1601 mm,3999 mm,1734 mm,17.5 km/litre,1087 kg,7,188 mm,90PS@6000rpm,110Nm@4800rpm,Wr-V
1601 mm,3999 mm,1734 mm,25.5 km/litre,1176 kg,7,188 mm,100PS@3600rpm,200Nm@1750rpm,Wr-V
1601 mm,3999 mm,1734 mm,17.5 km/litre,1087 kg,7,188 mm,90PS@6000rpm,110Nm@4800rpm,Wr-V
1601 mm,3999 mm,1734 mm,25.5 km/litre,1204 kg,7,188 mm,100PS@3600rpm,200Nm@1750rpm,Wr-V
1601 mm,3999 mm,1734 mm,17.5 km/litre,1104 kg,7,188 mm,90PS@6000rpm,110Nm@4800rpm,Wr-V
1601 mm,3999 mm,1734 mm,25.5 km/litre,1204 kg,7,188 mm,100PS@3600rpm,200Nm@1750rpm,Wr-V
1817 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,84PS@3750RPM,240Nm@1600-2800rpm,Tuv300
1817 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,84PS@3750RPM,240Nm@1600-2800rpm,Tuv300
1817 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,84PS@3750RPM,240Nm@1600-2800rpm,Tuv300
1839 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,Tuv300
1839 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,Tuv300
1839 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,Tuv300
1839 mm,3995 mm,1835 mm,18.49 km/litre,1590 kg,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,Tuv300
1595 mm,4300 mm,1785 mm,23.65 km/litre,1215 kg,5,180 mm,90PS@4000rpm,200Nm@1750rpm,S-Cross
1595 mm,4300 mm,1785 mm,23.65 km/litre,1224 kg,5,180 mm,90PS@4000rpm,200Nm@1750rpm,S-Cross
1595 mm,4300 mm,1785 mm,23.65 km/litre,1233 kg,5,180 mm,90PS@4000rpm,200Nm@1750rpm,S-Cross
1595 mm,4300 mm,1785 mm,23.65 km/litre,1240 kg,5,180 mm,90PS@4000rpm,200Nm@1750rpm,S-Cross
1619 mm,4329 mm,1813 mm,13.86 km/litre,,5,201 mm,106PS@5600rpm,142Nm@4000rpm,Captur
1619 mm,4329 mm,1813 mm,20.37 km/litre,,6,201 mm,110PS@3850rpm,240Nm@1750rpm,Captur
1619 mm,4329 mm,1813 mm,20.37 km/litre,,6,201 mm,110PS@3850rpm,240Nm@1750rpm,Captur
1619 mm,4329 mm,1813 mm,13.86 km/litre,,5,201 mm,106PS@5600rpm,142Nm@4000rpm,Captur
1895 mm,4520 mm,1850 mm,13.9 km/litre,1875 kg,5,186 mm,95PS@3600rpm,218Nm@1400-2600rpm,Xylo
1895 mm,4520 mm,1850 mm,13.9 km/litre,1875 kg,5,186 mm,95PS@3600rpm,218Nm@1400-2600rpm,Xylo
1895 mm,4520 mm,1850 mm,14.02 km/litre,1875 kg,5,180 mm,120PS@4000RPM,280Nm@2400-2800rpm,Xylo
1895 mm,4520 mm,1850 mm,14.02 km/litre,1875 kg,5,180 mm,120PS@4000RPM,280Nm@2400-2800rpm,Xylo
1895 mm,4520 mm,1850 mm,14.02 km/litre,1875 kg,5,180 mm,121PS@4000rpm,280Nm@2400-2800rpm,Xylo
1645 mm,4315 mm,1800 mm,16.8 km/litre,,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,Seltos
1645 mm,4315 mm,1800 mm,16.8 km/litre,,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,Seltos
1645 mm,4315 mm,1800 mm,16.8 km/litre,,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,Seltos
1645 mm,4315 mm,1800 mm,16.8 km/litre,,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,Seltos
1645 mm,4315 mm,1800 mm,16.8 km/litre,,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,114PS@4000 rpm,250Nm@1500-2750rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,Seltos
1645 mm,4315 mm,1800 mm,16.1 km/litre,,6,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,Seltos
1645 mm,4315 mm,1800 mm,16.1 km/litre,,6,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,Seltos
1645 mm,4315 mm,1800 mm,16.5 km/litre,,7,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,Seltos
1645 mm,4315 mm,1800 mm,16.1 km/litre,,6,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,Seltos
1645 mm,4315 mm,1800 mm,20 km/litre,,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,Seltos
1671 mm,4331 mm,1822 mm,20.45 km/litre,1236 kg,5,205 mm,85PS@3750rpm,200Nm@1900rpm,Terrano
1671 mm,4331 mm,1822 mm,19.01 km/litre,1360 kg,6,205 mm,110PS@3900rpm,248Nm@2250rpm,Terrano
1671 mm,4331 mm,1822 mm,13.24 km/litre,1360 kg,5,205 mm,104PS@5850rpm,145Nm@3750rpm,Terrano
1671 mm,4331 mm,1822 mm,20.45 km/litre,1360 kg,5,205 mm,85PS@3750rpm,200Nm@1900rpm,Terrano
1671 mm,4331 mm,1822 mm,19.01 km/litre,1360 kg,6,205 mm,110PS@3900rpm,248Nm@2250rpm,Terrano
1671 mm,4331 mm,1822 mm,20.45 km/litre,1236 kg,5,205 mm,85PS@3750rpm,200Nm@1900rpm,Terrano
1922 mm,4655 mm,1855 mm,14 km/litre,2000 kg,5,200 mm,150PS@4000rpm,320Nm@1700-2700rpm,Safari Storme
1922 mm,4655 mm,1965 mm,14 km/litre,2000 kg,5,200 mm,150PS@4000rpm,320Nm@1700-2700rpm,Safari Storme
1922 mm,4655 mm,1965 mm,14.1 km/litre,2095 kg,6,200 mm,156PS@4000rpm,400Nm@1750-2500rpm,Safari Storme
1922 mm,4655 mm,1965 mm,14.1 km/litre,2095 kg,6,200 mm,156PS@4000rpm,400Nm@1750-2500rpm,Safari Storme
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1760 mm,4655 mm,1835 mm,17.41 km/litre,,6,192 mm,168bhp,350NM,Hector
1760 mm,4655 mm,1835 mm,17.41 km/litre,,6,192 mm,168bhp,350NM,Hector
1760 mm,4655 mm,1835 mm,17.41 km/litre,,6,192 mm,168bhp,350NM,Hector
1760 mm,4655 mm,1835 mm,17.41 km/litre,,6,192 mm,168bhp,350NM,Hector
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1760 mm,4655 mm,1835 mm,,,6,192 mm,141bhp,250NM,Hector
1607 mm,3994 mm,1811 mm,,,,205 mm,129PS,245Nm,Nexon Ev
1607 mm,3994 mm,1811 mm,,,,205 mm,129PS,245Nm,Nexon Ev
1607 mm,3994 mm,1811 mm,,,,205 mm,129PS,245Nm,Nexon Ev
1465 mm,4620 mm,1800 mm,14.6 km/litre,,6,,152PS@6200rpm,196Nm@4000rpm,Elantra
1465 mm,4620 mm,1800 mm,14.6 km/litre,,6,,152PS@6200rpm,196Nm@4000rpm,Elantra
1465 mm,4620 mm,1800 mm,14.6 km/litre,,6,,152PS@6200rpm,196Nm@4000rpm,Elantra
1465 mm,4620 mm,1800 mm,14.6 km/litre,,6,,152PS@6200rpm,196Nm@4000rpm,Elantra
1660 mm,4475 mm,1850 mm,18.42 km/litre,,5,,185PS@4000rpm,400NM@1750rpm,Tucson
1660 mm,4475 mm,1850 mm,13.03 km/litre,,5,,155PS@6200rpm,192NM@4000rpm,Tucson
1660 mm,4475 mm,1850 mm,16.38 km/litre,,5,,185PS@4000rpm,400NM@1750rpm,Tucson
1660 mm,4475 mm,1850 mm,12.95 km/litre,,5,,155PS@6200rpm,192NM@4000rpm,Tucson
1660 mm,4475 mm,1850 mm,16.38 km/litre,,5,,185PS@4000rpm,400NM@1750rpm,Tucson
1660 mm,4475 mm,1850 mm,12.95 km/litre,,5,,155PS@6200rpm,192NM@4000rpm,Tucson
1660 mm,4475 mm,1850 mm,12.95 km/litre,,5,,155PS@6200rpm,192NM@4000rpm,Tucson
1660 mm,4475 mm,1850 mm,16.38 km/litre,,5,,185PS@4000rpm,400NM@1750rpm,Tucson
1456 mm,4767 mm,1832 mm,17.42 km/litre,1535 kg,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Passat
1456 mm,4767 mm,1832 mm,17.42 km/litre,1550 kg,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Passat
1456 mm,4767 mm,1832 mm,17.42 km/litre,1535 kg,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Passat
1456 mm,4767 mm,1832 mm,17.42 km/litre,1550 kg,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,Passat
1433 mm,4292 mm,1780 mm,15.5 km/litre,1395 kg,7,160 mm,122PS@5000rpm,200Nm@1250-4000rpm,Mercedes-Benz A-Class
1433 mm,4292 mm,2022 mm,15.5 km/litre,1515 kg,7,160 mm,136PS@4400RPM,300Nm@1600-3000rpm,Mercedes-Benz A-Class
1458 mm,4370 mm,1783 mm,16.8 km/litre,1607 kg,6,132 mm,150PS@3500rpm,350Nm@1500-2750rpm,V40 Cross Country
1470 mm,4370 mm,1857 mm,16 km/litre,1587 kg,6,132 mm,180PS@5700rpm,240Nm@1600-500rpm,V40 Cross Country
1557 mm,4299 mm,1822 mm,14.41 km/litre,,8,,192PS@5500rpm,280Nm@1350rpm,Countryman
1557 mm,4299 mm,1822 mm,19.19 km/litre,,8,,190PS@5500rpm,400NM@1750rpm,Countryman
1557 mm,4299 mm,1822 mm,14.41 km/litre,,8,,192PS@5500rpm,280Nm@1350rpm,Countryman
1557 mm,4299 mm,1822 mm,14.41 km/litre,,8,,192PS@5500rpm,280Nm@1350rpm,Countryman
1442 mm,4686 mm,1810 mm,12.06 km/litre,1655 kg,9,157 mm,192bhp@3800rpm,400Nm@1600rpm,Mercedes-Benz C-Class
1442 mm,4686 mm,1810 mm,12.06 km/litre,1655 kg,9,157 mm,192bhp@3800rpm,400Nm@1600rpm,Mercedes-Benz C-Class
1442 mm,4686 mm,1810 mm,16.05 km/litre,1655 kg,9,157 mm,241bhp@4200rpm,500Nm@1600rpm,Mercedes-Benz C-Class
1426 mm,4756 mm,1839 mm,1449 km/litre,1730 kg,7,112 mm,503bhp@5500rpm,700Nm@1750RPM,Mercedes-Benz C-Class
1442 mm,4686 mm,1810 mm,12.06 km/litre,1655 kg,9,157 mm,181bhp@5800rpm,280Nm@1600rpm,Mercedes-Benz C-Class
1442 mm,4686 mm,1810 mm,12.06 km/litre,1655 kg,9,157 mm,181bhp @5800rpm,280Nm@1600rpm,Mercedes-Benz C-Class
1490 mm,4540 mm,1760 mm,23.9 km/litre,,5,165 mm,98PS@5200rpm,142Nm@3600rpm,Prius
1445 mm,4975 mm,1865 mm,17.8 km/litre,1670 kg,,,176Bhp@5700rpm,221Nm@3600-5200rpm,Es
1645 mm,4.64 mm,1.845 mm,18.3 km/litre,1905 kg,,,194PS@5700rpm,210Nm@4200-4400rpm,Nx 300H
1645 mm,4640 mm,1845 mm,18.3 km/litre,1785 kg,,,194PS@5700rpm,210Nm@4200-4400rpm,Nx 300H
1651 mm,4731 mm,2175 mm,16.38 km/litre,1830 kg,,213 mm,180ps@5500rpm,430Nm@1750-2000rpm,F-Pace
1651 mm,4731 mm,2175 mm,21.27 km/litre,1830 kg,,213 mm,247bhp@5500rpm,369Nm@1300-4000rpm,F-Pace
1543 mm,4950 mm,2052 mm,17.2 km/litre,2962 kg,8,210 mm,235PS@4250RPM,480Nm@1740RPM,V90 Cross Country
1386 mm,4733 mm,1843 mm,17.2 km/litre,1875 kg,7,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,A5 Cabriolet
1772 mm,4924 mm,2157 mm,,,9,,245PS@4200rpm,500Nm@1600rpm,Mercedes-Benz Gle
1772 mm,4924 mm,2157 mm,,2150 kg,9,,330PS@3600-4200rpm,700Nm@1200-3200rpm,Mercedes-Benz Gle
1435 mm,4988 mm,1890 mm,,,9,,245Bhp@4200RPM,500Nm@1600-2400RPM,Mercedes-Benz Cls
1805 mm,5151 mm,2000 mm,13.38 km/litre,,8,,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,X7
1805 mm,5151 mm,2000 mm,13.38 km/litre,,8,,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,X7
1383 mm,4671 mm,1870 mm,10.75 km/litre,1612 kg,7,121 mm,431PS@7300RPM,550Nm@1850-5500rpm,M4
1300 mm,4519 mm,1852 mm,8.9 km/litre,1515 kg,8,,450hp@6500rpm,530Nm@5000rpm,911
1299 mm,4519 mm,1852 mm,9.1 km/litre,1585 kg,8,,450hp@6500rpm,530Nm@5000rpm,911
1370 mm,4710 mm,1895 mm,9 km/litre,1752 kg,6,110 mm,570PS@6800rpm,637Nm@3200rpm,Gtr
1273 mm,4465 mm,2153 mm,8 km/litre,1530 kg,8,122 mm,505bhp@6000rpm,685Nm@2000-5000rpm,Vantage
1360 mm,5019 mm,1929 mm,12.9 km/litre,1990 kg,8,108 mm,560PS@6650rpm,630Nm@5500rpm,Rapide
1276 mm,4657 mm,1971 mm,14.9 km/litre,1630 kg,7,,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,812 Superfast
1475 mm,3430 mm,1490 mm,23.7 km/litre,720 kg,5,160 mm,48PS@6000rpm,69Nm@3500rpm,Alto 800 Tour
1475 mm,3395 mm,1490 mm,24.7 km/litre,720 kg,5,160 mm,48PS@6000rpm,69Nm@3500rpm,Alto 800 Tour
1520 mm,3805 mm,1680 mm,20.7 km/litre,,5,,75PS@4000rpm,190NM@1750-2250RPM,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
