Automatic_Headlamps,ESP_(Electronic_Stability_Program),Number_of_Airbags,Gear_Shift_Reminder,Fasten_Seat_Belt_Warning,Door_Ajar_Warning,ABS_(Anti-lock_Braking_System),Passenger_Side_Seat-Belt_Reminder,High_Speed_Alert_System,Low_Fuel_Warning,Engine_Malfunction_Light,Child_Safety_Locks,Central_Locking,Ex-Showroom_Price,ARAI_Certified_Mileage,Power,Torque
Yes,Yes,9,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 33,21,500",17.42 km/litre,180PS@3600-4000rpm,350Nm@1750-2500rpm
Yes,Yes,9,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 25,99,000",17.42 km/litre,180PS@3600-4000rpm,350Nm@1750-2500rpm
Yes,Yes,9,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 28,99,000",17.42 km/litre,180PS@3600-4000rpm,350Nm@1750-2500rpm
,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 27,85,288",15.5 km/litre,122PS@5000rpm,200Nm@1250-4000rpm
,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 28,86,871",15.5 km/litre,136PS@4400RPM,300Nm@1600-3000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 32,83,000",16.8 km/litre,150PS@3500rpm,350Nm@1500-2750rpm
Yes,Yes,7,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,62,000",16 km/litre,180PS@5700rpm,240Nm@1600-500rpm
,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 34,90,000",14.41 km/litre,192PS@5500rpm,280Nm@1350rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 37,40,000",19.19 km/litre,190PS@5500rpm,400NM@1750rpm
Yes,,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 41,40,000",14.41 km/litre,192PS@5500rpm,280Nm@1350rpm
,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 42,40,000",14.41 km/litre,192PS@5500rpm,280Nm@1350rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Rs. 40,20,000",12.06 km/litre,192bhp@3800rpm,400Nm@1600rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 46,70,000",12.06 km/litre,192bhp@3800rpm,400Nm@1600rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 49,74,750",16.05 km/litre,241bhp@4200rpm,500Nm@1600rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 75,00,000",1449 km/litre,503bhp@5500rpm,700Nm@1750RPM
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Rs. 40,90,000",12.06 km/litre,181bhp@5800rpm,280Nm@1600rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 46,54,000",12.06 km/litre,181bhp @5800rpm,280Nm@1600rpm
Yes,,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 45,09,000",23.9 km/litre,98PS@5200rpm,142Nm@3600rpm
Yes,Yes,10,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 56,95,000",17.8 km/litre,176Bhp@5700rpm,221Nm@3600-5200rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 60,60,000",18.3 km/litre,194PS@5700rpm,210Nm@4200-4400rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 59,90,000",18.3 km/litre,194PS@5700rpm,210Nm@4200-4400rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 64,63,780",16.38 km/litre,180ps@5500rpm,430Nm@1750-2000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 64,22,809",21.27 km/litre,247bhp@5500rpm,369Nm@1300-4000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 65,31,000",17.2 km/litre,235PS@4250RPM,480Nm@1740RPM
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 69,48,200",17.2 km/litre,190ps @ 3800-4200rpm,400Nm @1750-3000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 73,70,000",,245PS@4200rpm,500Nm@1600rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,25,00,000",,330PS@3600-4200rpm,700Nm@1200-3200rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 84,70,000",,245Bhp@4200RPM,500Nm@1600-2400RPM
Yes,,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,04,90,000",13.38 km/litre,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm
Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,02,50,000",13.38 km/litre,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm
Yes,Yes,10,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 1,35,90,000",10.75 km/litre,431PS@7300RPM,550Nm@1850-5500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,74,20,000",8.9 km/litre,450hp@6500rpm,530Nm@5000rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,88,44,000",9.1 km/litre,450hp@6500rpm,530Nm@5000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,12,40,272",9 km/litre,570PS@6800rpm,637Nm@3200rpm
Yes,,6,,Yes,Yes,,,,Yes,,,,"Rs. 2,95,00,000",8 km/litre,505bhp@6000rpm,685Nm@2000-5000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 3,88,45,823",12.9 km/litre,560PS@6650rpm,630Nm@5500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 5,20,00,000",14.9 km/litre,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm
,,,,,,,,,Yes,Yes,Yes,,"Rs. 3,54,235",23.7 km/litre,48PS@6000rpm,69Nm@3500rpm
,,1,,,,,,,Yes,Yes,Yes,,"Rs. 3,56,559",24.7 km/litre,48PS@6000rpm,69Nm@3500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,75,090",20.7 km/litre,75PS@4000rpm,190NM@1750-2250RPM
,,2,,,,Yes,,,,Yes,Yes,,"Rs. 5,04,990",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 5,89,610",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,42,610",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 6,43,350",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 7,03,350",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 6,73,350",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 7,18,950",20.7 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 7,90,350",20.7 km/litre,75PS@4000rpm,190NM@1750-2250RPM
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 8,04,450",20.7 km/litre,75PS@4000rpm,190NM@1750-2250RPM
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,43,769",20.14 km/litre,83PS@6000rpm,114Nm@6000rpm
,,2,,Yes,Yes,Yes,,,Yes,,Yes,,"Rs. 7,33,734",17.36 km/litre,82PS@6000rpm,114Nm@6000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,05,546",20.14 km/litre,82PS@6000rpm,114Nm@6000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,82,346",,82PS@6000rpm,114Nm@6000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,42,033",,72PS@4000rpm,180Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,"Rs. 5,81,078",,83PS@6000rpm,114Nm@6000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,98,558",25.4 km/litre,75PS@4000rpm,190NM@1750-2250RPM
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,75,358",25.4 km/litre,72PS@4000rpm,190NM@1750-2250RPM
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,"Rs. 6,73,261",,75PS@4000rpm,190NM@1750-2250RPM
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 6,62,880",19.34 km/litre,77PS@6000rpm,104Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 7,81,686",19.34 km/litre,77PS@6000rpm,104Nm@4400rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 7,43,504",23.08 km/litre,64PS@4000rpm,160Nm@2000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 8,12,964",23.08 km/litre,64PS@4000rpm,160Nm@2000rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 9,42,263",15.96 km/litre,63PS@3200rpm,195Nm@1400-2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 9,17,055",15.96 km/litre,63PS@3200rpm,195Nm@1400-2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,,"Rs. 8,60,720",15.96 km/litre,63PS@3200rpm,195Nm@1400-2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,,"Rs. 8,15,883",15.96 km/litre,63PS@3200rpm,195Nm@1400-2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,,"Rs. 7,73,678",15.96 km/litre,63PS@3200rpm,195Nm@1400-2200rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,02,689",28.09 km/litre,89Bhp@4000RPM,200Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,19,689",28.09 km/litre,89Bhp@4000RPM,200Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,80,689",28.09 km/litre,89Bhp@4000RPM,200Nm@1750rpm
Yes,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,62,689",28.09 km/litre,89Bhp@4000RPM,200Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,19,689",21.56 km/litre,103Bhp@6000rpm,138Nm@4400rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,81,689",21.56 km/litre,103Bhp@6000rpm,138Nm@4400rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,58,689",21.56 km/litre,103Bhp@6000rpm,138Nm@4400rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,97,689",21.56 km/litre,103Bhp@6000rpm,138Nm@4400rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,80,689",20.28 km/litre,103Bhp@6000rpm,138Nm@4400rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,58,688",20.28 km/litre,103Bhp@6000rpm,138Nm@4400rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,98,689",20.28 km/litre,103Bhp@6000rpm,138Nm@4400rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,38,189",26.82 km/litre,94Bhp@4000RPM,225Nm@1500-2250rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,97,689",26.32 km/litre,94Bhp@4000RPM,225Nm@1500-2250rpm
Yes,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,09,189",26.32 km/litre,94Bhp@4000RPM,225Nm@1500-2250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,98,599",15.41 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,06,139",21.13 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,81,916",15.41 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,29,599",21.13 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,49,599",21.72 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,43,599",14.84 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,99,599",21.72 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,73,599",21.13 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,15,599",15.41 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,599",14.84 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,75,599",15.41 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,99,599",14.84 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,58,599",21.13 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,73,599",21.72 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,80,970",16.3 km/litre,145PS@5500rpm,212Nm@2000-4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,990",21.38 km/litre,90PS@4000rpm,220Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,990",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,32,534",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,94,437",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,77,363",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,87,041",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,97,919",21.38 km/litre,90PS@4000rpm,220Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,66,797",19.67 km/litre,128ps@4000rpm,260Nm@1900-2750rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,43,564",19.67 km/litre,128ps@4000rpm,260Nm@1900-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,27,395",17.01 km/litre,128ps@4000rpm,260Nm@1900-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,21,208",19.67 km/litre,128ps@4000rpm,260Nm@1900-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,36,033",17.01 km/litre,128ps@4000rpm,260Nm@1900-2750rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,22,937",15.29 km/litre,121bhp@6400rpm,151Nm@4850rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,72,064",19.67 km/litre,126bhp@4000RPM,260Nm@1900-2750rpm
,,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,07,167",21.38 km/litre,90PS@4000rpm,220Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 10,92,192",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 12,79,983",15.29 km/litre,123PS@6400rpm,151Nm@4850rpm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 14,14,247",19.67 km/litre,128ps@4000rpm,260Nm@1900-2750rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,45,363",16.7 km/litre,140PS@3750rpm,350Nm@1750-2500rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,71,368",16.7 km/litre,140PS@3750rpm,350Nm@1750-2500rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,91,368",16.7 km/litre,140PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,21,368",16.7 km/litre,140PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,32,231",16.7 km/litre,140PS@3750rpm,350Nm@1750-2500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,30,755",16.7 km/litre,140PS@3750rpm,350Nm@1750-2500rpm
,,2,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 16,54,783",10.3 km/litre,134PS@3600RPM,320NM@1800-2800RPM
,,2,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 18,06,813",10.3 km/litre,134HP@3600RPM,320NM@1800-2800RPM
,Yes,6,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 19,99,000",10.3 km/litre,150PS@3600rpm,350Nm@1800-2800rpm
Yes,Yes,7,Yes,,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 26,93,000",9.62 km/litre,167PS@6000RPM,222Nm@4100RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 34,38,000",13.8 km/litre,183PS@5500rpm,300Nm@1200-1400rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 32,33,000",17.9 km/litre,136PS@4000rpm,300Nm@1600-3000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 35,64,000",17.9 km/litre,136PS@4000rpm,300Nm@1600-3000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 77,84,944",13.8 km/litre,360PS@6000rpm,450Nm@2250-5000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 38,64,000",17.9 km/litre,170PS@4000RPM,350Nm@1400-3400rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 80,67,000",13.8 km/litre,375PS@6000rpm,475Nm@2250-5000rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 43,21,237",23.1 km/litre,145PS@6200rpm,175Nm@4000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 59,30,000",18.12 km/litre,190PS@4000rpm,400Nm@1750-2500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 66,80,000",14.69 km/litre,258PS@4000rpm,560Nm@1500-3000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 59,80,000",15.01 km/litre,252PS@5200rpm,350Nm@1450-4800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 68,90,000",16.46 km/litre,265PS@4000RPM,620Nm@2000-2500RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 74,50,000",16.46 km/litre,265PS@4000RPM,620Nm@2000-2500RPM
Yes,,6,,Yes,,,,,,,Yes,,"Rs. 64,40,000",7.94 km/litre,450PS@5500rpm,
Yes,Yes,8,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 64,40,000",21.76 km/litre,188PS@4000RPM,400NM@1750rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 85,03,000",,349PS@5400RPM,480Nm@1360rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 69,98,000",10.8 km/litre,248PS@5000RPM,370Nm@1600rpm
,,,,,,,,,,,,,"Rs. 2,36,59,454",,495PS@6500RPM,625Nm@2500-5500rpm
Yes,,2,,Yes,Yes,,,,Yes,,,,"Rs. 2,21,55,390",14.3 km/litre,550PS@6500RPM,680Nm@2500RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 2,65,01,830",12.05 km/litre,567PS@6500rpm,700Nm@3500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 2,80,04,965",12.05 km/litre,567PS@6500rpm,700Nm@3500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 90,92,578",15.3 km/litre,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 1,01,44,987",,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,04,19,200",10.7 km/litre,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 93,66,433",10.85 km/litre,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,54,90,000",9.8 km/litre,625PS@6000rpm,750Nm@1800-5860rpm
Yes,Yes,10,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,32,90,000",18 km/litre,380PS@6000rpm,546Nm@1600-2600rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 4,33,67,500",5.5 km/litre,669PS@8000rpm,760NM@3000rpm
,,1,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,79,000",22.5 km/litre,68PS@5500rpm,90Nm@3500rpm
,,1,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,26,000",22.5 km/litre,68PS@5500rpm,90Nm@3500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,48,000",21.5 km/litre,83PS@6000rpm,1130Nm@4200rpm
,,1,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,34,000",22.5 km/litre,68PS@5500rpm,90Nm@3500rpm
,,1,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,13,501",21.5 km/litre,83PS@6000rpm,113Nm@4200RPM
,,1,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,60,500",21.5 km/litre,83PS@6000rpm,113Nm@4200RPM
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,94,800",21.5 km/litre,83PS@6000rpm,113Nm@4200RPM
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,41,000",22.5 km/litre,68PS@5500rpm,90Nm@3500rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,86,001",22.5 km/litre,68PS@5500rpm,90Nm@3500rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,20,500",21.5 km/litre,83PS@6000rpm,113Nm@4200RPM
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,67,500",21.5 km/litre,83PS@6000rpm,113Nm@4200RPM
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,33,000",22.5 km/litre,68PS@5500rpm,90Nm@3500rpm
,,1,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,00,500",,68PS@5500rpm,90Nm@3500rpm
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,07,500",,68PS@5500rpm,90Nm@3500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,94,993",23.84 km/litre,85PS@6000rpm,114NM@3500rpm
