Torque,Power,ARAI_Certified_Mileage,Ex-Showroom_Price
240Nm@1600-2800rpm,84PS@3750RPM,18.49 km/litre,"Rs. 9,14,328"
240Nm@1600-2800rpm,84PS@3750RPM,18.49 km/litre,"Rs. 9,76,592"
240Nm@1500-2250rpm,100PS@3750RPM,18.49 km/litre,"Rs. 9,99,614"
240Nm@1500-2250rpm,100PS@3750RPM,18.49 km/litre,"Rs. 10,31,943"
240Nm@1500-2250rpm,100PS@3750RPM,18.49 km/litre,"Rs. 10,22,930"
240Nm@1500-2250rpm,100PS@3750RPM,18.49 km/litre,"Rs. 10,55,259"
200Nm@1750rpm,90PS@4000rpm,23.65 km/litre,"Rs. 8,80,689"
200Nm@1750rpm,90PS@4000rpm,23.65 km/litre,"Rs. 9,92,689"
200Nm@1750rpm,90PS@4000rpm,23.65 km/litre,"Rs. 10,43,689"
200Nm@1750rpm,90PS@4000rpm,23.65 km/litre,"Rs. 11,43,689"
142Nm@4000rpm,106PS@5600rpm,13.86 km/litre,"Rs. 9,49,999"
240Nm@1750rpm,110PS@3850rpm,20.37 km/litre,"Rs. 10,49,999"
240Nm@1750rpm,110PS@3850rpm,20.37 km/litre,"Rs. 12,99,999"
142Nm@4000rpm,106PS@5600rpm,13.86 km/litre,"Rs. 11,99,999"
218Nm@1400-2600rpm,95PS@3600rpm,13.9 km/litre,"Rs. 9,63,037"
218Nm@1400-2600rpm,95PS@3600rpm,13.9 km/litre,"Rs. 10,04,487"
280Nm@2400-2800rpm,120PS@4000RPM,14.02 km/litre,"Rs. 10,31,951"
280Nm@2400-2800rpm,120PS@4000RPM,14.02 km/litre,"Rs. 10,66,139"
280Nm@2400-2800rpm,121PS@4000rpm,14.02 km/litre,"Rs. 12,28,335"
144Nm@4500 rpm,115PS@6300rpm,16.8 km/litre,"Rs. 9,89,000"
144Nm@4500 rpm,115PS@6300rpm,16.8 km/litre,"Rs. 10,29,000"
144Nm@4500 rpm,115PS@6300rpm,16.8 km/litre,"Rs. 11,49,000"
144Nm@4500 rpm,115PS@6300rpm,16.8 km/litre,"Rs. 13,09,000"
144Nm@4500 rpm,115PS@6300rpm,16.8 km/litre,"Rs. 14,09,000"
250Nm@1500-2750rpm,114PS@4000 rpm,20 km/litre,"Rs. 10,34,000"
250Nm@1500-2750rpm,115PS@4000RPM,20 km/litre,"Rs. 11,54,000"
250Nm@1500-2750rpm,115PS@4000RPM,20 km/litre,"Rs. 12,54,000"
250Nm@1500-2750rpm,115PS@4000RPM,20 km/litre,"Rs. 13,54,000"
250Nm@1500-2750rpm,115PS@4000RPM,20 km/litre,"Rs. 15,34,000"
250Nm@1500-2750rpm,115PS@4000RPM,20 km/litre,"Rs. 16,34,000"
242Nm@1500-3200rpm,140PS@6000RPM,16.1 km/litre,"Rs. 13,79,000"
242Nm@1500-3200rpm,140PS@6000RPM,16.1 km/litre,"Rs. 15,29,000"
242Nm@1500-3200rpm,140PS@6000RPM,16.5 km/litre,"Rs. 16,29,000"
242Nm@1500-3200rpm,140PS@6000RPM,16.1 km/litre,"Rs. 16,29,000"
250Nm@1500-2750rpm,115PS@4000RPM,20 km/litre,"Rs. 14,14,000"
200Nm@1900rpm,85PS@3750rpm,20.45 km/litre,"Rs. 9,99,900"
248Nm@2250rpm,110PS@3900rpm,19.01 km/litre,"Rs. 14,64,900"
145Nm@3750rpm,104PS@5850rpm,13.24 km/litre,"Rs. 9,99,900"
200Nm@1900rpm,85PS@3750rpm,20.45 km/litre,"Rs. 12,35,700"
248Nm@2250rpm,110PS@3900rpm,19.01 km/litre,"Rs. 14,19,900"
200Nm@1900rpm,85PS@3750rpm,20.45 km/litre,"Rs. 12,35,700"
320Nm@1700-2700rpm,150PS@4000rpm,14 km/litre,"Rs. 11,09,005"
320Nm@1700-2700rpm,150PS@4000rpm,14 km/litre,"Rs. 13,35,158"
400Nm@1750-2500rpm,156PS@4000rpm,14.1 km/litre,"Rs. 14,79,574"
400Nm@1750-2500rpm,156PS@4000rpm,14.1 km/litre,"Rs. 16,43,829"
250NM,141bhp,,"Rs. 12,48,000"
350NM,168bhp,17.41 km/litre,"Rs. 13,48,000"
350NM,168bhp,17.41 km/litre,"Rs. 14,48,000"
350NM,168bhp,17.41 km/litre,"Rs. 15,88,000"
350NM,168bhp,17.41 km/litre,"Rs. 17,28,000"
250NM,141bhp,,"Rs. 13,28,000"
250NM,141bhp,,"Rs. 13,88,000"
250NM,141bhp,,"Rs. 16,28,000"
250NM,141bhp,,"Rs. 14,98,000"
250NM,141bhp,,"Rs. 15,68,000"
250NM,141bhp,,"Rs. 17,18,000"
245Nm,129PS,,"Rs. 13,99,000"
245Nm,129PS,,"Rs. 14,99,000"
245Nm,129PS,,"Rs. 15,99,000"
196Nm@4000rpm,152PS@6200rpm,14.6 km/litre,"Rs. 15,89,000"
196Nm@4000rpm,152PS@6200rpm,14.6 km/litre,"Rs. 18,49,000"
196Nm@4000rpm,152PS@6200rpm,14.6 km/litre,"Rs. 19,49,000"
196Nm@4000rpm,152PS@6200rpm,14.6 km/litre,"Rs. 20,39,000"
400NM@1750rpm,185PS@4000rpm,18.42 km/litre,"Rs. 20,79,717"
192NM@4000rpm,155PS@6200rpm,13.03 km/litre,"Rs. 18,76,656"
400NM@1750rpm,185PS@4000rpm,16.38 km/litre,"Rs. 23,64,354"
192NM@4000rpm,155PS@6200rpm,12.95 km/litre,"Rs. 21,87,384"
400NM@1750rpm,185PS@4000rpm,16.38 km/litre,"Rs. 26,97,417"
192NM@4000rpm,155PS@6200rpm,12.95 km/litre,"Rs. 23,73,522"
192NM@4000rpm,155PS@6200rpm,12.95 km/litre,"Rs. 22,46,749"
400NM@1750rpm,185PS@4000rpm,16.38 km/litre,"Rs. 24,23,720"
350Nm@1750-2500rpm,180PS@3600-4000rpm,17.42 km/litre,"Rs. 30,21,500"
350Nm@1750-2500rpm,180PS@3600-4000rpm,17.42 km/litre,"Rs. 33,21,500"
350Nm@1750-2500rpm,180PS@3600-4000rpm,17.42 km/litre,"Rs. 25,99,000"
350Nm@1750-2500rpm,180PS@3600-4000rpm,17.42 km/litre,"Rs. 28,99,000"
200Nm@1250-4000rpm,122PS@5000rpm,15.5 km/litre,"Rs. 27,85,288"
300Nm@1600-3000rpm,136PS@4400RPM,15.5 km/litre,"Rs. 28,86,871"
350Nm@1500-2750rpm,150PS@3500rpm,16.8 km/litre,"Rs. 32,83,000"
240Nm@1600-500rpm,180PS@5700rpm,16 km/litre,"Rs. 29,62,000"
280Nm@1350rpm,192PS@5500rpm,14.41 km/litre,"Rs. 34,90,000"
400NM@1750rpm,190PS@5500rpm,19.19 km/litre,"Rs. 37,40,000"
280Nm@1350rpm,192PS@5500rpm,14.41 km/litre,"Rs. 41,40,000"
280Nm@1350rpm,192PS@5500rpm,14.41 km/litre,"Rs. 42,40,000"
400Nm@1600rpm,192bhp@3800rpm,12.06 km/litre,"Rs. 40,20,000"
400Nm@1600rpm,192bhp@3800rpm,12.06 km/litre,"Rs. 46,70,000"
500Nm@1600rpm,241bhp@4200rpm,16.05 km/litre,"Rs. 49,74,750"
700Nm@1750RPM,503bhp@5500rpm,1449 km/litre,"Rs. 75,00,000"
280Nm@1600rpm,181bhp@5800rpm,12.06 km/litre,"Rs. 40,90,000"
280Nm@1600rpm,181bhp @5800rpm,12.06 km/litre,"Rs. 46,54,000"
142Nm@3600rpm,98PS@5200rpm,23.9 km/litre,"Rs. 45,09,000"
221Nm@3600-5200rpm,176Bhp@5700rpm,17.8 km/litre,"Rs. 56,95,000"
210Nm@4200-4400rpm,194PS@5700rpm,18.3 km/litre,"Rs. 60,60,000"
210Nm@4200-4400rpm,194PS@5700rpm,18.3 km/litre,"Rs. 59,90,000"
430Nm@1750-2000rpm,180ps@5500rpm,16.38 km/litre,"Rs. 64,63,780"
369Nm@1300-4000rpm,247bhp@5500rpm,21.27 km/litre,"Rs. 64,22,809"
480Nm@1740RPM,235PS@4250RPM,17.2 km/litre,"Rs. 65,31,000"
400Nm @1750-3000rpm,190ps @ 3800-4200rpm,17.2 km/litre,"Rs. 69,48,200"
500Nm@1600rpm,245PS@4200rpm,,"Rs. 73,70,000"
700Nm@1200-3200rpm,330PS@3600-4200rpm,,"Rs. 1,25,00,000"
500Nm@1600-2400RPM,245Bhp@4200RPM,,"Rs. 84,70,000"
450 Nm @ 1500 rpm,335 bhp @ 5500 rpm,13.38 km/litre,"Rs. 1,04,90,000"
620 Nm @ 1500 rpm,262 bhp @ 4000 rpm,13.38 km/litre,"Rs. 1,02,50,000"
550Nm@1850-5500rpm,431PS@7300RPM,10.75 km/litre,"Rs. 1,35,90,000"
530Nm@5000rpm,450hp@6500rpm,8.9 km/litre,"Rs. 1,74,20,000"
530Nm@5000rpm,450hp@6500rpm,9.1 km/litre,"Rs. 1,88,44,000"
637Nm@3200rpm,570PS@6800rpm,9 km/litre,"Rs. 2,12,40,272"
685Nm@2000-5000rpm,505bhp@6000rpm,8 km/litre,"Rs. 2,95,00,000"
630Nm@5500rpm,560PS@6650rpm,12.9 km/litre,"Rs. 3,88,45,823"
718 Nm @ 7000 rpm,789 bhp @ 8500 rpm,14.9 km/litre,"Rs. 5,20,00,000"
69Nm@3500rpm,48PS@6000rpm,23.7 km/litre,"Rs. 3,54,235"
69Nm@3500rpm,48PS@6000rpm,24.7 km/litre,"Rs. 3,56,559"
190NM@1750-2250RPM,75PS@4000rpm,20.7 km/litre,"Rs. 6,75,090"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 5,04,990"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 5,89,610"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 6,42,610"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 6,43,350"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 7,03,350"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 6,73,350"
114Nm@4000rpm,83PS@6000rpm,20.7 km/litre,"Rs. 7,18,950"
190NM@1750-2250RPM,75PS@4000rpm,20.7 km/litre,"Rs. 7,90,350"
190NM@1750-2250RPM,75PS@4000rpm,20.7 km/litre,"Rs. 8,04,450"
114Nm@6000rpm,83PS@6000rpm,20.14 km/litre,"Rs. 6,43,769"
114Nm@6000rpm,82PS@6000rpm,17.36 km/litre,"Rs. 7,33,734"
114Nm@6000rpm,82PS@6000rpm,20.14 km/litre,"Rs. 7,05,546"
114Nm@6000rpm,82PS@6000rpm,,"Rs. 7,82,346"
180Nm@1750rpm,72PS@4000rpm,,"Rs. 7,42,033"
114Nm@6000rpm,83PS@6000rpm,,"Rs. 5,81,078"
190NM@1750-2250RPM,75PS@4000rpm,25.4 km/litre,"Rs. 7,98,558"
190NM@1750-2250RPM,72PS@4000rpm,25.4 km/litre,"Rs. 8,75,358"
190NM@1750-2250RPM,75PS@4000rpm,,"Rs. 6,73,261"
104Nm@4000rpm,77PS@6000rpm,19.34 km/litre,"Rs. 6,62,880"
104Nm@4400rpm,77PS@6000rpm,19.34 km/litre,"Rs. 7,81,686"
160Nm@2000rpm,64PS@4000rpm,23.08 km/litre,"Rs. 7,43,504"
160Nm@2000rpm,64PS@4000rpm,23.08 km/litre,"Rs. 8,12,964"
195Nm@1400-2200rpm,63PS@3200rpm,15.96 km/litre,"Rs. 9,42,263"
195Nm@1400-2200rpm,63PS@3200rpm,15.96 km/litre,"Rs. 9,17,055"
195Nm@1400-2200rpm,63PS@3200rpm,15.96 km/litre,"Rs. 8,60,720"
195Nm@1400-2200rpm,63PS@3200rpm,15.96 km/litre,"Rs. 8,15,883"
195Nm@1400-2200rpm,63PS@3200rpm,15.96 km/litre,"Rs. 7,73,678"
200Nm@1750rpm,89Bhp@4000RPM,28.09 km/litre,"Rs. 11,02,689"
200Nm@1750rpm,89Bhp@4000RPM,28.09 km/litre,"Rs. 9,19,689"
200Nm@1750rpm,89Bhp@4000RPM,28.09 km/litre,"Rs. 9,80,689"
200Nm@1750rpm,89Bhp@4000RPM,28.09 km/litre,"Rs. 10,62,689"
138Nm@4400rpm,103Bhp@6000rpm,21.56 km/litre,"Rs. 8,19,689"
138Nm@4400rpm,103Bhp@6000rpm,21.56 km/litre,"Rs. 8,81,689"
138Nm@4400rpm,103Bhp@6000rpm,21.56 km/litre,"Rs. 9,58,689"
138Nm@4400rpm,103Bhp@6000rpm,21.56 km/litre,"Rs. 9,97,689"
138Nm@4400rpm,103Bhp@6000rpm,20.28 km/litre,"Rs. 9,80,689"
138Nm@4400rpm,103Bhp@6000rpm,20.28 km/litre,"Rs. 10,58,688"
138Nm@4400rpm,103Bhp@6000rpm,20.28 km/litre,"Rs. 10,98,689"
225Nm@1500-2250rpm,94Bhp@4000RPM,26.82 km/litre,"Rs. 11,38,189"
225Nm@1500-2250rpm,94Bhp@4000RPM,26.32 km/litre,"Rs. 9,97,689"
225Nm@1500-2250rpm,94Bhp@4000RPM,26.32 km/litre,"Rs. 11,09,189"
153Nm@3750-3800rpm,105PS@5250rpm,15.41 km/litre,"Rs. 9,98,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.13 km/litre,"Rs. 10,06,139"
153Nm@3750-3800rpm,105PS@5250rpm,15.41 km/litre,"Rs. 8,81,916"
250Nm@1500-2500rpm,110PS@4000rpm,21.13 km/litre,"Rs. 11,29,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.72 km/litre,"Rs. 12,49,599"
153Nm@3750-3800rpm,105PS@5250rpm,14.84 km/litre,"Rs. 12,43,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.72 km/litre,"Rs. 13,99,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.13 km/litre,"Rs. 12,73,599"
153Nm@3750-3800rpm,105PS@5250rpm,15.41 km/litre,"Rs. 11,15,599"
153Nm@3750-3800rpm,105PS@5250rpm,14.84 km/litre,"Rs. 9,99,599"
153Nm@3750-3800rpm,105PS@5250rpm,15.41 km/litre,"Rs. 9,75,599"
153Nm@3750-3800rpm,105PS@5250rpm,14.84 km/litre,"Rs. 10,99,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.13 km/litre,"Rs. 11,58,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.72 km/litre,"Rs. 12,73,599"
212Nm@2000-4000rpm,145PS@5500rpm,16.3 km/litre,"Rs. 9,80,970"
220Nm@1500-2750rpm,90PS@4000rpm,21.38 km/litre,"Rs. 9,99,990"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 9,99,990"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 12,32,534"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 13,94,437"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 13,77,363"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 12,87,041"
220Nm@1500-2750rpm,90PS@4000rpm,21.38 km/litre,"Rs. 11,97,919"
260Nm@1900-2750rpm,128ps@4000rpm,19.67 km/litre,"Rs. 13,66,797"
260Nm@1900-2750rpm,128ps@4000rpm,19.67 km/litre,"Rs. 15,43,564"
260Nm@1900-2750rpm,128ps@4000rpm,17.01 km/litre,"Rs. 15,27,395"
260Nm@1900-2750rpm,128ps@4000rpm,19.67 km/litre,"Rs. 14,21,208"
260Nm@1900-2750rpm,128ps@4000rpm,17.01 km/litre,"Rs. 13,36,033"
151Nm@4850rpm,121bhp@6400rpm,15.29 km/litre,"Rs. 14,22,937"
260Nm@1900-2750rpm,126bhp@4000RPM,19.67 km/litre,"Rs. 15,72,064"
220Nm@1500-2750rpm,90PS@4000rpm,21.38 km/litre,"Rs. 11,07,167"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 10,92,192"
151Nm@4850rpm,123PS@6400rpm,15.29 km/litre,"Rs. 12,79,983"
260Nm@1900-2750rpm,128ps@4000rpm,19.67 km/litre,"Rs. 14,14,247"
350Nm@1750-2500rpm,140PS@3750rpm,16.7 km/litre,"Rs. 13,45,363"
350Nm@1750-2500rpm,140PS@3750rpm,16.7 km/litre,"Rs. 14,71,368"
350Nm@1750-2500rpm,140PS@3750rpm,16.7 km/litre,"Rs. 15,91,368"
350Nm@1750-2500rpm,140PS@3750rpm,16.7 km/litre,"Rs. 17,21,368"
350Nm@1750-2500rpm,140PS@3750rpm,16.7 km/litre,"Rs. 17,32,231"
350Nm@1750-2500rpm,140PS@3750rpm,16.7 km/litre,"Rs. 17,30,755"
320NM@1800-2800RPM,134PS@3600RPM,10.3 km/litre,"Rs. 16,54,783"
320NM@1800-2800RPM,134HP@3600RPM,10.3 km/litre,"Rs. 18,06,813"
350Nm@1800-2800rpm,150PS@3600rpm,10.3 km/litre,"Rs. 19,99,000"
222Nm@4100RPM,167PS@6000RPM,9.62 km/litre,"Rs. 26,93,000"
300Nm@1200-1400rpm,183PS@5500rpm,13.8 km/litre,"Rs. 34,38,000"
300Nm@1600-3000rpm,136PS@4000rpm,17.9 km/litre,"Rs. 32,33,000"
300Nm@1600-3000rpm,136PS@4000rpm,17.9 km/litre,"Rs. 35,64,000"
450Nm@2250-5000rpm,360PS@6000rpm,13.8 km/litre,"Rs. 77,84,944"
350Nm@1400-3400rpm,170PS@4000RPM,17.9 km/litre,"Rs. 38,64,000"
475Nm@2250-5000rpm,375PS@6000rpm,13.8 km/litre,"Rs. 80,67,000"
175Nm@4000rpm,145PS@6200rpm,23.1 km/litre,"Rs. 43,21,237"
400Nm@1750-2500rpm,190PS@4000rpm,18.12 km/litre,"Rs. 59,30,000"
560Nm@1500-3000rpm,258PS@4000rpm,14.69 km/litre,"Rs. 66,80,000"
350Nm@1450-4800rpm,252PS@5200rpm,15.01 km/litre,"Rs. 59,80,000"
620Nm@2000-2500RPM,265PS@4000RPM,16.46 km/litre,"Rs. 68,90,000"
620Nm@2000-2500RPM,265PS@4000RPM,16.46 km/litre,"Rs. 74,50,000"
,450PS@5500rpm,7.94 km/litre,"Rs. 64,40,000"
400NM@1750rpm,188PS@4000RPM,21.76 km/litre,"Rs. 64,40,000"
480Nm@1360rpm,349PS@5400RPM,,"Rs. 85,03,000"
370Nm@1600rpm,248PS@5000RPM,10.8 km/litre,"Rs. 69,98,000"
625Nm@2500-5500rpm,495PS@6500RPM,,"Rs. 2,36,59,454"
680Nm@2500RPM,550PS@6500RPM,14.3 km/litre,"Rs. 2,21,55,390"
700Nm@3500rpm,567PS@6500rpm,12.05 km/litre,"Rs. 2,65,01,830"
700Nm@3500rpm,567PS@6500rpm,12.05 km/litre,"Rs. 2,80,04,965"
400 Nm @ 1500 rpm,297 bhp @ 5500 rpm,15.3 km/litre,"Rs. 90,92,578"
400 Nm @ 1500 rpm,297 bhp @ 5500 rpm,,"Rs. 1,01,44,987"
400 Nm @ 1500 rpm,297 bhp @ 5500 rpm,10.7 km/litre,"Rs. 1,04,19,200"
400 Nm @ 1500 rpm,297 bhp @ 5500 rpm,10.85 km/litre,"Rs. 93,66,433"
750Nm@1800-5860rpm,625PS@6000rpm,9.8 km/litre,"Rs. 1,54,90,000"
546Nm@1600-2600rpm,380PS@6000rpm,18 km/litre,"Rs. 2,32,90,000"
760NM@3000rpm,669PS@8000rpm,5.5 km/litre,"Rs. 4,33,67,500"
90Nm@3500rpm,68PS@5500rpm,22.5 km/litre,"Rs. 4,79,000"
90Nm@3500rpm,68PS@5500rpm,22.5 km/litre,"Rs. 5,26,000"
1130Nm@4200rpm,83PS@6000rpm,21.5 km/litre,"Rs. 5,48,000"
90Nm@3500rpm,68PS@5500rpm,22.5 km/litre,"Rs. 4,34,000"
113Nm@4200RPM,83PS@6000rpm,21.5 km/litre,"Rs. 5,13,501"
113Nm@4200RPM,83PS@6000rpm,21.5 km/litre,"Rs. 5,60,500"
113Nm@4200RPM,83PS@6000rpm,21.5 km/litre,"Rs. 5,94,800"
90Nm@3500rpm,68PS@5500rpm,22.5 km/litre,"Rs. 4,41,000"
90Nm@3500rpm,68PS@5500rpm,22.5 km/litre,"Rs. 4,86,001"
113Nm@4200RPM,83PS@6000rpm,21.5 km/litre,"Rs. 5,20,500"
113Nm@4200RPM,83PS@6000rpm,21.5 km/litre,"Rs. 5,67,500"
90Nm@3500rpm,68PS@5500rpm,22.5 km/litre,"Rs. 5,33,000"
90Nm@3500rpm,68PS@5500rpm,,"Rs. 5,00,500"
90Nm@3500rpm,68PS@5500rpm,,"Rs. 5,07,500"
114NM@3500rpm,85PS@6000rpm,23.84 km/litre,"Rs. 5,94,993"
140Nm@1800-3000rpm,70PS@4000rpm,27.28 km/litre,"Rs. 6,89,993"
114NM@3500rpm,85PS@6000rpm,23.84 km/litre,"Rs. 6,39,993"
240Nm@1600-2800rpm,100PS@3750RPM,17.21 km/litre,"Rs. 7,97,802"
240Nm@1600-2800rpm,100PS@3750RPM,17.21 km/litre,"Rs. 9,05,642"
240Nm@1600-2800rpm,100PS@3750RPM,17.21 km/litre,"Rs. 9,84,818"
240Nm@1600-2800rpm,100PS@3750RPM,17.21 km/litre,"Rs. 8,32,415"
240Nm@1600-2800rpm,100PS@3750RPM,16.21 km/litre,"Rs. 9,72,359"
240Nm@1600-2800rpm,100PS@3750RPM,16.21 km/litre,"Rs. 10,48,603"
142Nm@4000rpm,106PS@5600rpm,14.23 km/litre,"Rs. 9,55,000"
142Nm@4000rpm,106PS@5600rpm,14.23 km/litre,"Rs. 10,95,000"
240Nm@1750rpm,110PS@3850rpm,20.45 km/litre,"Rs. 11,09,000"
240Nm@1750rpm,110PS@3850rpm,20.45 km/litre,"Rs. 12,51,000"
240Nm@1750rpm,110PS@3850rpm,20.45 km/litre,"Rs. 13,69,000"
240Nm@1750rpm,110PS@3850rpm,20.45 km/litre,"Rs. 14,65,000"
240Nm@1750rpm,110PS@3850rpm,20.45 km/litre,"Rs. 14,65,000"
240Nm@1750rpm,110PS@3850rpm,20.45 km/litre,"Rs. 9,89,000"
190Nm@1250-3500rpm,73.5kW@4000rpm,,"Rs. 12,05,000"
395 Nm,136 bhp,,"Rs. 23,71,858"
221Nm@3600-5200rpm,178PS@5700rpm,23.2 km/litre,"Rs. 37,88,000"
400Nm @1750-3000rpm,190ps @ 3800-4200rpm,19.2 km/litre,"Rs. 60,61,200"
600Nm@2000rpm,258PS@3750rpm,18 km/litre,"Rs. 1,02,05,494"
600Nm@2000rpm,258PS@3750rpm,18 km/litre,"Rs. 96,89,321"
450Nm@3500-5000RPM,394PS@3750rpm,9.17 km/litre,"Rs. 84,33,741"
450Nm@3500-5000RPM,394PS@3750rpm,9.17 km/litre,"Rs. 80,77,550"
600Nm@2000rpm,258PS@3750rpm,18 km/litre,"Rs. 88,77,094"
450Nm@3500-5000RPM,394PS@3750rpm,9.17 km/litre,"Rs. 76,93,664"
600Nm@2000rpm,258PS@3750rpm,18 km/litre,"Rs. 1,08,61,088"
450Nm@3500-5000RPM,394PS@3750rpm,9.17 km/litre,"Rs. 89,37,846"
350Nm@5100rpm,299PS@6600rpm,15.4 km/litre,"Rs. 1,82,21,000"
350Nm@5100rpm,299PS@6600rpm,15.4 km/litre,"Rs. 1,87,36,000"
350Nm@5100rpm,299PS@6600rpm,15.4 km/litre,"Rs. 1,93,71,000"
720Nm@3500rpm,460PS@5350rpm,23 km/litre,"Rs. 9,50,00,000"
720Nm@3500rpm,460PS@5350rpm,23 km/litre,"Rs. 7,54,00,000"
96Nm@2500RPM,68PS@6000rpm,15.7 km/litre,"Rs. 5,35,562"
197Nm@1750RPM,76PS@4000RPM,20.5 km/litre,"Rs. 6,31,292"
197Nm@1750RPM,76PS@4000RPM,20.3 km/litre,"Rs. 6,92,655"
197Nm@1750RPM,76PS@4000RPM,21.2 km/litre,"Rs. 7,47,774"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 9,40,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 10,55,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 11,74,000"
140Nm@4200rpm,107PS@6000rpm,17.8 km/litre,"Rs. 14,18,000"
140Nm@4200rpm,107PS@6000rpm,17.8 km/litre,"Rs. 11,75,000"
140Nm@4200rpm,107PS@6000rpm,17.8 km/litre,"Rs. 10,10,000"
140Nm@4200rpm,107PS@6000rpm,17.8 km/litre,"Rs. 12,94,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 12,96,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 11,97,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 8,76,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 9,74,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 9,35,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 10,83,000"
140Nm@4200rpm,107PS@6000rpm,17.1 km/litre,"Rs. 13,17,000"
250Nm@1500-3500rpm,140PS@6000RPM,16.7 km/litre,"Rs. 15,99,599"
320Nm@1750-3000rpm,143PS@4000rpm,21 km/litre,"Rs. 17,99,599"
250Nm@1500-3500rpm,140PS@6000RPM,16.7 km/litre,"Rs. 18,99,599"
250NM@1250-5000rpm,180PS@6200RPM,15.1 km/litre,"Rs. 20,59,599"
320Nm@1750-3000rpm,143PS@4000rpm,21 km/litre,"Rs. 20,79,599"
320Nm@1750-3000rpm,143PS@4000rpm,19.5 km/litre,"Rs. 22,99,599"
250NM@1250-5000rpm,180PS@6200RPM,15.1 km/litre,"Rs. 23,59,599"
320Nm@1750-3000rpm,143PS@4000rpm,19.5 km/litre,"Rs. 23,59,599"
250Nm@1500-3500rpm,140PS@6000RPM,16.7 km/litre,"Rs. 15,49,000"
320Nm@1750-3000rpm,141PS@4000rpm,21 km/litre,"Rs. 16,99,000"
250NM@1250-5000rpm,180PS@6200RPM,15.1 km/litre,"Rs. 19,99,599"
320Nm@1750-3000rpm,143PS@4000rpm,19.5 km/litre,"Rs. 21,99,599"
320Nm@1650-4000rpm,197PS@5500-6100rpm,13.51 km/litre,"Rs. 52,75,000"
400Nm@1600-2800RPM,194PS@3800rpm,18.18 km/litre,"Rs. 57,75,000"
450Nm@1340-5300,340PS@5300-6400,11.6 km/litre,"Rs. 1,31,51,000"
770Nm@2000-4500,550PS@5750-6000,15.3 km/litre,"Rs. 1,97,63,000"
160Nm@2000rpm,65PS@4000rpm,21 km/litre,"Rs. 7,48,370"
160Nm@2000rpm,65PS@4000rpm,21 km/litre,"Rs. 7,72,617"
280Nm@2400-2800rpm,120PS@4000RPM,21 km/litre,"Rs. 8,45,154"
400Nm@2000rpm,178PS@4000rpm,10.77 km/litre,"Rs. 29,03,750"
350Nm@1800-3500rpm,178PS@4000rpm,10.77 km/litre,"Rs. 28,35,500"
400Nm@2000-2500rpm,178PS@4000rpm,10.77 km/litre,"Rs. 29,53,240"
400Nm@2000rpm,178PS@4000rpm,10.77 km/litre,"Rs. 29,92,800"
350Nm@1800-3500rpm,178PS@4000rpm,10.77 km/litre,"Rs. 29,52,500"
660NM@1700rpm,507PS@6000rpm,4 km/litre,"Rs. 3,41,67,064"
800Nm@1600-6100rpm,616PS@6100rpm,4 km/litre,"Rs. 3,93,82,083"
145Nm@4600rpm,119PS@6600rpm,17.4 km/litre,"Rs. 9,91,000"
145Nm@4600rpm,119PS@6600rpm,17.8 km/litre,"Rs. 10,65,900"
145Nm@4600rpm,119PS@6600rpm,17.4 km/litre,"Rs. 11,82,000"
145Nm@4600rpm,119PS@6600rpm,18 km/litre,"Rs. 13,12,000"
200Nm@1750rpm,100PS@3600rpm,25.6 km/litre,"Rs. 11,11,000"
200Nm@1750rpm,100PS@3600rpm,25.6 km/litre,"Rs. 11,91,000"
