Torque,Power,ARAI_Certified_Mileage,Ex-Showroom_Price
620Nm@2000-2500RPM,265PS@4000RPM,17.66 km/litre,"Rs. 1,35,10,000"
450Nm@1500-5200rpm,340PS@5500-6500RPM,11.86 km/litre,"Rs. 1,35,10,000"
450Nm@1380-5000RPM,286PS@5000-6000RPM,,"Rs. 1,65,00,000"
850Nm@1550-5000RPM,609PS@5400-6500RPM,7.96 km/litre,"Rs. 2,42,50,000"
500Nm@1370rpm,340PS@5000rpm,,"Rs. 1,33,59,500"
620Nm@1600-2400rpm,258PS@3600rpm,13.5 km/litre,"Rs. 1,35,58,438"
480Nm@1600-4000RPM,333PS@6000RPM,7.8 km/litre,"Rs. 1,39,76,653"
900Nm@2750-4500rpm,450PS@5500-6000RPM,14 km/litre,"Rs. 2,55,00,000"
600Nm@2000-2600rpm,275PS@4000rpm,7.9 km/litre,"Rs. 1,45,12,054"
500Nm@4500-5000rpm,350PS@5750rpm,7.9 km/litre,"Rs. 1,48,63,774"
580Nm@4500-5000rpm,430PS@5750rpm,7.9 km/litre,"Rs. 1,53,83,399"
850Nm@2500-3500rpm,585hp@6000rpm,,"Rs. 2,18,75,136"
600Nm@2500rpm,289PS@1200rpm,,"Rs. 1,50,00,000"
500Nm@1370rpm,340PS@5000rpm,,"Rs. 1,56,00,000"
520NM@4750rpm,460PS@7000RPM,10 km/litre,"Rs. 1,72,29,579"
600Nm@2000-2600rpm,275PS@7000rpm,7.9 km/litre,"Rs. 1,79,00,000"
350Nm@5100rpm,299PS@6600rpm,,"Rs. 1,96,00,000"
1000Nm@2300-4300rpm,630PS@4800RPM,7.8 km/litre,"Rs. 2,73,08,312"
700Nm@1800-3500RPM,453PS@5500RPM,7.8 km/litre,"Rs. 1,98,90,000"
770Nm@1960 - 4500rpm,550PS@6000RPM,10.63 km/litre,"Rs. 2,12,63,000"
770Nm@1960 - 4500rpm,550PS@6000RPM,10.63 km/litre,"Rs. 2,26,13,000"
770Nm@1960 - 4500rpm,550PS@6000RPM,10.63 km/litre,"Rs. 2,17,47,000"
650Nm@1600-2600rpm,261PS@6000rpm,18 km/litre,"Rs. 2,32,90,000"
700Nm@1800-3500RPM,455PS@5500RPM,7.8 km/litre,"Rs. 2,34,91,293"
560Nm@6500rpm,610PS@8250rpm,6.71 km/litre,"Rs. 2,72,45,000"
850Nm@2250-4500rpm,650PS@6000rpm,7.8 km/litre,"Rs. 3,00,00,000"
720Nm@1800rpm,590PS@6000rpm,8.6 km/litre,"Rs. 3,37,91,059"
755NM@4750rpm,560PS@7500rpm,9 km/litre,"Rs. 3,50,00,000"
900Nm@1350rpm,608PS@6000RPM,19 km/litre,"Rs. 4,59,41,557"
770Nm@1350rpm,550PS@6000RPM,8.77 km/litre,"Rs. 3,75,42,069"
700Nm@1500rpm,608PS@6500rpm,,"Rs. 4,04,56,503"
540Nm@6000rpm,605PS@9000rpm,9 km/litre,"Rs. 4,25,31,500"
780Nm@1700rpm,563PS@5250rpm,17.3 km/litre,"Rs. 4,67,09,733"
780 Nm @ 1500-5000 rpm,570 bhp @ 5250 rpm,7.29 km/litre,"Rs. 5,32,47,201"
800Nm@1500-5500rpm,625PS@5600rpm,10.2 km/litre,"Rs. 5,00,25,840"
1020Nm@1750rpm,512PS@4200rpm,9.5 km/litre,"Rs. 5,25,71,294"
850 Nm@1600rpm,563@5000rpm,22.4-21.9 km/litre,"Rs. 6,95,00,000"
720Nm@3500rpm,460PS@5350rpm,22.8 km/litre,"Rs. 7,73,12,661"
1600Nm@2000-6000rpm,1479bhp@6700rpm,5.95 km/litre,"Rs. 19,21,42,937"
1479bhp@6700rpm,1600Nm@2000-6000rpm,5.95 km/litre,"Rs. 21,21,55,397"
18.9Nm@4000rpm,13bhp@5500rpm,35 km/litre,"Rs. 2,63,000"
16.1Nm@4000rpm,12bhp@5500rpm,,"Rs. 2,83,000"
69Nm@3500rpm,48PS@6000rpm,22.05 km/litre,"Rs. 2,94,800"
69Nm@3500rpm,48PS@6000rpm,22.05 km/litre,"Rs. 2,99,900"
69Nm@3500rpm,47hp@6000rpm,22.05 km/litre,"Rs. 3,52,900"
69Nm@3500rpm,48PS@6000rpm,22.05 km/litre,"Rs. 3,57,200"
69Nm@3500rpm,48PS@6000rpm,22.05 km/litre,"Rs. 3,76,100"
69Nm@3500rpm,47hp@6000rpm,22.05 km/litre,"Rs. 4,05,570"
69Nm@3500rpm,48PS@6000rpm,22.05 km/litre,"Rs. 4,09,190"
69Nm@3500rpm,48PS@6000rpm,22.05 km/litre,"Rs. 3,89,600"
90Nm@3500rpm,67PS@5500rpm,21.4 km/litre,"Rs. 3,70,500"
90Nm@3500rpm,67PS@5500rpm,21.4 km/litre,"Rs. 3,76,500"
90Nm@3500rpm,67PS@5500rpm,21.4 km/litre,"Rs. 4,09,000"
90Nm@3500rpm,67PS@5500rpm,21.4 km/litre,"Rs. 4,15,000"
90Nm@3500rpm,67PS@5500rpm,21.7 km/litre,"Rs. 4,32,500"
90Nm@3500rpm,67PS@5500rpm,21.7 km/litre,"Rs. 4,38,500"
90Nm@3500rpm,67PS@5500rpm,21.7 km/litre,"Rs. 4,75,500"
90Nm@3500rpm,67PS@5500rpm,21.7 km/litre,"Rs. 4,56,000"
90Nm@3500rpm,67PS@5500rpm,21.7 km/litre,"Rs. 4,81,500"
90Nm@3500rpm,67PS@5500rpm,21.7 km/litre,"Rs. 4,99,000"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 4,26,289"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 4,65,138"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 5,08,138"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 4,90,924"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 5,31,279"
78Nm@3500rpm,59PS@6000rpm,,"Rs. 5,30,000"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 5,33,924"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 4,34,659"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 4,72,257"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 5,15,257"
90Nm@3500rpm,68PS@6000rpm,23.1 km/litre,"Rs. 5,43,279"
16.3Nm@1500-2750RPM,71PS@4000rpm,,"Rs. 5,51,530"
16.3Nm@1500-2750RPM,71PS@4000rpm,,"Rs. 5,68,930"
114Nm@4000rpm,83PS@6000rpm,19.77 km/litre,"Rs. 4,60,369"
114Nm@4000rpm,83PS@6000rpm,19.77 km/litre,"Rs. 4,77,511"
114Nm@4000rpm,83PS@6000rpm,,"Rs. 5,45,946"
114Nm@4000rpm,83PS@6000rpm,,"Rs. 5,28,804"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 4,88,194"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 5,32,184"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 5,90,798"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 6,19,243"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 6,67,273"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 5,79,645"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 6,31,144"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 7,54,548"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 6,93,550"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 7,87,304"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 7,01,045"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 7,94,800"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 5,73,250"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 6,31,146"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 6,87,175"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 6,60,832"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 7,48,128"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 7,80,884"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 5,50,155"
190NM@1750-2250RPM,77PS@3750RPM,25.32 km/litre,"Rs. 5,59,741"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 5,24,312"
115NM@3500-3600RPM,82PS@5500RPM,18.15 km/litre,"Rs. 5,42,913"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 5,19,000"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 6,19,000"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 6,66,000"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 6,78,000"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 7,25,000"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 7,58,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 5,99,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 6,98,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 7,45,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 7,57,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 8,04,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 8,38,000"
113Nm@4200RPM,83PS@6000rpm,20.4 km/litre,"Rs. 8,02,000"
190Nm@2000rpm,75PS@4000rpm,25.2 km/litre,"Rs. 8,84,000"
113Nm@3300rpm,86PS@6000rpm,18 km/litre,"Rs. 5,29,000"
113Nm@3300rpm,86PS@6000rpm,,"Rs. 6,15,000"
113Nm@3300rpm,86PS@6000rpm,,"Rs. 6,84,000"
113Nm@3300rpm,86PS@6000rpm,,"Rs. 7,44,000"
113Nm@3300rpm,86PS@6000rpm,,"Rs. 7,69,000"
200Nm@1250-3000rpm,90PS@4000rpm,25 km/litre,"Rs. 6,99,000"
200Nm@1250-3000rpm,90PS@4000rpm,,"Rs. 7,75,000"
200Nm@1250-3000rpm,90PS@4000rpm,,"Rs. 8,44,000"
200Nm@1250-3000rpm,90PS@4000rpm,,"Rs. 9,04,000"
200Nm@1250-3000rpm,90PS@4000rpm,,"Rs. 9,29,000"
240Nm@2000-2500RPM,101.4PS@3600RPM,11.12 km/litre,"Rs. 6,42,478"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 5,89,678"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 6,89,761"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 7,88,177"
240Nm@2000-2500RPM,101.4PS@3600RPM,11.12 km/litre,"Rs. 26,50,777"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 6,28,072"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 9,00,967"
240Nm@2000-2500RPM,101.4PS@3600RPM,11.12 km/litre,"Rs. 14,65,148"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 5,52,890"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 9,27,689"
270Nm@2500RPM,122PS@4000RPM,11.12 km/litre,"Rs. 8,35,275"
113Nm@3300rpm,86PS@6000rpm,23 km/litre,"Rs. 5,75,000"
113Nm@3300rpm,86PS@6000rpm,23 km/litre,"Rs. 6,10,000"
113Nm@3300rpm,86PS@6000rpm,23 km/litre,"Rs. 6,50,000"
113Nm@3300rpm,86PS@6000rpm,23 km/litre,"Rs. 6,99,000"
113Nm@3300rpm,86PS@6000rpm,23 km/litre,"Rs. 6,60,000"
113Nm@3300rpm,86PS@6000rpm,23 km/litre,"Rs. 7,49,000"
140Nm@1500-4000rpm,90PS@5000rpm,17.6 km/litre,"Rs. 5,82,287"
190Nm@1750-3000rpm,75PS@4000rpm,23 km/litre,"Rs. 7,02,946"
140Nm@1500-4000rpm,90PS@5000rpm,17.6 km/litre,"Rs. 6,53,926"
140Nm@1500-4000rpm,90PS@5000rpm,17.6 km/litre,"Rs. 6,72,641"
140Nm@1750-3000rpm,90PS@5000rpm,17.6 km/litre,"Rs. 7,32,475"
190Nm@1750-3000rpm,75PS@4000rpm,23 km/litre,"Rs. 7,67,317"
190Nm@1750-3000rpm,75PS@4000rpm,20.65 km/litre,"Rs. 7,93,898"
200NM@1750-3000rpm,90PS@4000rpm,23 km/litre,"Rs. 8,55,362"
190Nm@1750-3000rpm,75PS@4000rpm,23 km/litre,"Rs. 8,36,320"
200NM@1750-3000rpm,90PS@4000rpm,23 km/litre,"Rs. 9,89,000"
190Nm@1750-3000rpm,75PS@4000rpm,20.65 km/litre,"Rs. 7,88,797"
110Nm@4800rpm,90PS@6000rpm,19 km/litre,"Rs. 7,63,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 7,05,000"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 5,93,000"
160Nm@1750rpm,80PS@3600rpm,23.8 km/litre,"Rs. 8,65,000"
110Nm@4800rpm,90PS@6000rpm,19 km/litre,"Rs. 8,23,000"
160Nm@1750rpm,80PS@3600rpm,23.8 km/litre,"Rs. 9,25,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 7,85,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 8,93,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 8,45,000"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 7,81,000"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 7,33,000"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 6,73,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 9,06,000"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 7,94,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 9,66,000"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 8,64,000"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 9,79,300"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 8,77,300"
200Nm@1750rpm,100PS@3600rpm,27.4 km/litre,"Rs. 9,06,300"
110Nm@4800rpm,90PS@6000rpm,19.5 km/litre,"Rs. 7,94,300"
103Nm@4500RPM,80PS@6000rpm,11.9 km/litre,"Rs. 6,37,343"
103Nm@4500RPM,80PS@6000rpm,11.9 km/litre,"Rs. 6,22,730"
112.7Nm@4000rpm,82hp@6000rpm,17.52 km/litre,"Rs. 6,55,000"
172Nm@4000rpm,117hp@6000rpm,18.27 km/litre,"Rs. 8,26,000"
220Nm@1500-2750rpm,89hp@4000rpm,23.7 km/litre,"Rs. 7,80,000"
172Nm@1500-4000rpm,117bhp@6000rpm,18.27 km/litre,"Rs. 9,59,000"
172Nm@1500-4000rpm,117hp@6000rpm,18.27 km/litre,"Rs. 9,74,000"
1712Nm@1500-4000rpm,117hp@6000rpm,18.27 km/litre,"Rs. 10,65,000"
172Nm@4000rpm,118hp@6000rpm,18.15 km/litre,"Rs. 9,40,000"
172Nm@1500-4000rpm,118@6000rpm,18.15 km/litre,"Rs. 11,15,500"
115Nm@4000rpm,82hp@6000rpm,17.52 km/litre,"Rs. 7,25,000"
220Nm@1500-2750rpm,89hp@4000rpm,23.7 km/litre,"Rs. 8,50,000"
220Nm@1500-2750rpm,89hp@4000rpm,23.7 km/litre,"Rs. 9,83,000"
220Nm@1500-2750rpm,89hp@4000rpm,23.7 km/litre,"Rs. 9,98,000"
22.4,90PS,23.7 km/litre,"Rs. 10,89,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 6,95,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 7,70,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 8,70,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 9,50,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 9,70,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 10,40,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 10,60,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 8,30,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 10,10,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 10,30,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 11,00,000"
170Nm@1500-2750rpm,110PS@5000rpm,17.6 km/litre,"Rs. 11,20,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 8,45,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 9,20,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 10,20,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 11,00,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 11,20,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 11,90,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 12,10,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 9,80,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 11,60,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 11,80,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 12,50,000"
260Nm@1500-2750rpm,110PS@3750RPM,23.97 km/litre,"Rs. 12,70,000"
207Nm@4500rpm,114PS@5000rpm,15.7 km/litre,"Rs. 7,15,860"
209Nm@2000rpm,93PS@4000RPM,20.4 km/litre,"Rs. 8,62,175"
209Nm@2000rpm,93PS@4000RPM,20.4 km/litre,"Rs. 9,32,025"
209Nm@2000rpm,93PS@5000RPM,20.4 km/litre,"Rs. 9,91,434"
207Nm@2200rpm,114PS@5000rpm,15.7 km/litre,"Rs. 9,97,763"
195Nm@1400-2200rpm,70ps@3600rpm,16.5 km/litre,"Rs. 8,86,398"
195Nm@1400-2200rpm,70ps@3600rpm,16.5 km/litre,"Rs. 8,51,302"
195Nm@1400-2200rpm,70ps@3600rpm,16.5 km/litre,"Rs. 7,85,656"
195Nm@1400-2200rpm,70 bhp @ 3600 rpm,16.5 km/litre,"Rs. 7,49,192"
,63PS@3200rpm,15.96 km/litre,"Rs. 8,59,497"
195Nm@1440-2200RPM,63.9PS@3200RPM,15.96 km/litre,"Rs. 8,19,117"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 7,62,742"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 8,14,742"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 8,92,243"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 9,87,743"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 10,03,552"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 10,37,742"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 8,64,742"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 9,42,243"
200Nm@1750rpm,90PS@4000rpm,24.3 km/litre,"Rs. 10,59,742"
114Nm@4000rpm,83PS@6000rpm,17.19 km/litre,"Rs. 7,74,035"
114Nm@4000rpm,83PS@6000rpm,17.19 km/litre,"Rs. 8,58,536"
114Nm@4000rpm,83PS@6000rpm,17.19 km/litre,"Rs. 8,82,298"
220Nm@1500-2750rpm,90PS@4000rpm,21.19 km/litre,"Rs. 9,93,393"
150Nm@4500rpm,123PS@6500rpm,17 km/litre,"Rs. 7,91,000"
150Nm@4500rpm,123PS@6500rpm,17 km/litre,"Rs. 8,71,000"
150Nm@4500rpm,123PS@6500rpm,17 km/litre,"Rs. 9,50,000"
150Nm@4500rpm,123PS@6500rpm,14.8 km/litre,"Rs. 11,30,000"
205Nm@1750-3250rpm,100PS@3750RPM,23 km/litre,"Rs. 8,41,000"
205Nm@1750-3250rpm,100PS@3750RPM,23 km/litre,"Rs. 9,21,000"
205Nm@1750-3250rpm,100PS@3750RPM,23 km/litre,"Rs. 9,99,900"
205Nm@1750-3250rpm,100PS@3750RPM,23 km/litre,"Rs. 10,90,000"
150Nm@4500rpm,123PS@6500rpm,23 km/litre,"Rs. 9,99,900"
205Nm@1750-3250rpm,100PS@3750RPM,23 km/litre,"Rs. 11,45,000"
150Nm@4500rpm,123PS@6500rpm,23 km/litre,"Rs. 9,99,900"
205Nm@1750-3250rpm,100PS@3750RPM,23 km/litre,"Rs. 10,90,000"
142Nm@4000rpm,106PS@5600rpm,13.87 km/litre,"Rs. 7,99,990"
142Nm@4000rpm,106PS@5600rpm,13.87 km/litre,"Rs. 9,19,990"
142Nm@4000rpm,106PS@5600rpm,13.87 km/litre,"Rs. 9,99,990"
200Nm@1750rpm,85PS@3750rpm,19.6 km/litre,"Rs. 9,29,990"
200Nm@1750rpm,85PS@3750rpm,19.6 km/litre,"Rs. 9,99,990"
245Nm@1750rpm,110PS@4000rpm,19.6 km/litre,"Rs. 11,19,990"
245Nm@1750rpm,110PS@4000rpm,19.6 km/litre,"Rs. 12,09,990"
245Nm@1750rpm,110PS@4000rpm,19.6 km/litre,"Rs. 12,49,990"
245Nm@1750rpm,110PS@4000rpm,19.6 km/litre,"Rs. 12,49,990"
151Nm@4850rpm,123PS@6400rpm,17.7 km/litre,"Rs. 9,99,900"
260Nm@1500-3000rpm,128ps@4000rpm,23.9 km/litre,"Rs. 11,72,544"
260Nm@1500-3000rpm,128ps@4000rpm,23.5 km/litre,"Rs. 13,01,881"
151Nm@4850rpm,123PS@6400rpm,17.7 km/litre,"Rs. 11,72,999"
260Nm@1500-3000rpm,128ps@4000rpm,17.1 km/litre,"Rs. 13,28,545"
155Nm@4850rpm,123PS@6400rpm,17.7 km/litre,"Rs. 12,87,999"
133Nm@4000rpm,100PS@6000rpm,19.1 km/litre,"Rs. 9,33,182"
133Nm@4000rpm,100PS@6000rpm,19.1 km/litre,"Rs. 8,17,867"
151Nm@4850rpm,123PS@6400rpm,17.7 km/litre,"Rs. 11,78,894"
155Nm@4850rpm,123PS@6400rpm,17.7 km/litre,"Rs. 11,62,875"
260Nm@1500-3000rpm,128ps@4000rpm,17.1 km/litre,"Rs. 14,07,871"
133Nm@4000rpm,100PS@6000rpm,,"Rs. 9,42,867"
133Nm@4000rpm,100PS@6000rpm,,"Rs. 9,99,900"
200Nm@2000rpm,109bhp@5000RPM,17 km/litre,"Rs. 8,30,127"
200Nm@2000rpm,109bhp@5000RPM,17 km/litre,"Rs. 9,15,128"
200Nm@2000rpm,109bhp@5000RPM,17 km/litre,"Rs. 10,60,129"
200Nm@2000rpm,109bhp@5000RPM,17 km/litre,"Rs. 11,84,129"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 8,69,131"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 9,50,131"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 10,95,129"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 12,14,130"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 11,49,800"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 12,69,131"
300Nm@1500rpm,115bhp@3750rpm,20 km/litre,"Rs. 9,99,000"
200Nm@1900rpm,85PS@3750rpm,21.04 km/litre,"Rs. 8,63,299"
200Nm@1900rpm,85PS@3750rpm,21.04 km/litre,"Rs. 9,64,199"
245Nm@1750rpm,110PS@4000rpm,19.98 km/litre,"Rs. 12,11,599"
245Nm@1750rpm,110PS@4000rpm,19.98 km/litre,"Rs. 12,11,599"
200Nm@1900rpm,85PS@3750rpm,21.04 km/litre,"Rs. 10,53,899"
200Nm@1900rpm,85PS@3750rpm,21.04 km/litre,"Rs. 11,30,099"
200Nm@1900rpm,85PS@3750rpm,21.04 km/litre,"Rs. 9,64,199"
153Nm@3800rpm,105PS@5250rpm,16.09 km/litre,"Rs. 8,76,500"
153Nm@3800rpm,105PS@5250rpm,16.09 km/litre,"Rs. 9,99,900"
153Nm@3800rpm,105PS@5250rpm,16.09 km/litre,"Rs. 9,99,900"
175Nm@1500-4100rpm,105PS@5000rpm,18.19 km/litre,"Rs. 11,97,500"
175Nm@1500-4100rpm,105PS@5000rpm,18.19 km/litre,"Rs. 14,49,500"
250Nm@1500-2500rpm,105PS@4400rpm,20.64 km/litre,"Rs. 9,58,500"
250Nm@1500-2500rpm,105PS@4400rpm,20.64 km/litre,"Rs. 9,99,900"
250Nm@1500-2500rpm,105PS@4400rpm,20.64 km/litre,"Rs. 12,10,500"
250Nm@1500-2500rpm,105PS@4400rpm,21.5 km/litre,"Rs. 13,36,500"
250Nm@1500-2500rpm,105PS@4400rpm,20.64 km/litre,"Rs. 13,17,500"
250Nm@1500-2500rpm,110PS@4400rpm,19.91 km/litre,"Rs. 14,49,500"
175Nm@1500-4100rpm,105PS@5000rpm,17.21 km/litre,"Rs. 13,17,500"
70Nm@1000rpm,25.8PS@3500rpm,,"Rs. 8,81,425"
70Nm@1000rpm,25.8PS@3500rpm,,"Rs. 9,57,177"
105Nm@2500RPM,41.5PS@4500rpm,,"Rs. 9,60,868"
105Nm@2500RPM,41.5PS@4500rpm,,"Rs. 9,75,868"
105Nm@2500RPM,41.5PS@4500rpm,,"Rs. 9,44,175"
145Nm@4600rpm,119PS@6600rpm,15.4 km/litre,"Rs. 9,52,900"
145Nm@4600rpm,119PS@6600rpm,15.4 km/litre,"Rs. 10,52,900"
145Nm@4600rpm,119PS@6600rpm,15.4 km/litre,"Rs. 11,67,900"
145Nm@4600rpm,119PS@6600rpm,15.4 km/litre,"Rs. 12,71,900"
145Nm@4600rpm,119PS@6600rpm,16 km/litre,"Rs. 12,85,900"
200Nm@1750rpm,100PS@3600rpm,21.9 km/litre,"Rs. 11,87,900"
200Nm@1750rpm,100PS@3600rpm,21.9 km/litre,"Rs. 12,73,900"
200Nm@1750rpm,100PS@3600rpm,21.9 km/litre,"Rs. 13,82,900"
247Nm@1800-2000rpm,105 Bhp@ 3800 rpm,13 km/litre,"Rs. 9,59,860"
247Nm@1800-2000rpm,105PS@3800rpm,13 km/litre,"Rs. 9,99,148"
247Nm@1800-2000rpm,105 Bhp@ 3800 rpm,13 km/litre,"Rs. 9,74,860"
230Nm@1400-2400rpm,85PS@3200rpm,17 km/litre,"Rs. 9,99,000"
230Nm@1400-2400rpm,85PS@3200rpm,17 km/litre,"Rs. 10,75,000"
321 Nm @ 1600 rpm,140 bhp @ 3800 rpm,,"Rs. 12,99,000"
321 Nm @ 1600 rpm,140 bhp @ 3800 rpm,,"Rs. 13,30,000"
230Nm@1400-2400rpm,85PS@3200rpm,17 km/litre,"Rs. 9,75,000"
230Nm@1400-2400rpm,85PS@3200rpm,17 km/litre,"Rs. 12,25,000"
